"freq","word_input","word_pred"
5386,"my","favorite"
5385,"was","the"
5377,"can","be"
5376,"there","are"
5339,"rt","i"
5317,"you","will"
5306,"my","mom"
5290,"all","day"
5264,"about","it"
5253,"no","one"
5252,"up","for"
5251,"get","the"
5249,"i'm","a"
5237,"having","a"
5235,"the","game"
5229,"i","did"
5214,"you","like"
5205,"time","for"
5175,"and","then"
5162,"come","to"
5156,"i","wanna"
5155,"in","this"
5148,"it's","not"
5119,"you","a"
5106,"a","big"
5105,"so","far"
5103,"tell","me"
5099,"what","are"
5096,"up","and"
5089,"you","so"
5086,"is","on"
5083,"for","following"
5079,"lots","of"
5067,"had","to"
5050,"at","a"
5046,"make","a"
5046,"don't","have"
5039,"we","need"
5016,"up","on"
4994,"to","meet"
4991,"able","to"
4982,"so","many"
4958,"working","on"
4950,"is","in"
4948,"out","there"
4930,"wait","for"
4930,"am","i"
4892,"just","a"
4887,"my","new"
4873,"do","i"
4852,"makes","me"
4851,"that","the"
4844,"take","a"
4820,"on","this"
4782,"to","find"
4779,"it","up"
4758,"the","end"
4757,"like","that"
4753,"i","dont"
4748,"and","it"
4744,"day","of"
4718,"excited","to"
4694,"back","in"
4694,"it","will"
4683,"try","to"
4668,"better","than"
4664,"some","of"
4662,"talking","about"
4658,"like","it"
4653,"next","week"
4651,"the","other"
4640,"if","you're"
4615,"know","how"
4615,"i","should"
4605,"too","much"
4593,"lol","i"
4579,"me","know"
4554,"to","follow"
4542,"i","still"
4539,"for","this"
4534,"you","all"
4534,"up","the"
4530,"and","i'm"
4525,"but","it"
4497,"used","to"
4484,"be","there"
4481,"the","rt"
4476,"would","love"
4475,"and","my"
4467,"all","my"
4437,"if","u"
4431,"me","too"
4429,"he","was"
4420,"to","help"
4412,"follow","back"
4407,"it","would"
4406,"how","much"
4390,"talk","to"
4353,"at","all"
4343,"not","to"
4327,"how","are"
4326,"so","excited"
4325,"you","can't"
4317,"a","long"
4307,"good","to"
4301,"with","your"
4290,"is","to"
4286,"of","it"
4280,"not","sure"
4279,"life","is"
4268,"but","i'm"
4265,"come","on"
4248,"not","the"
4243,"for","some"
4235,"needs","to"
4235,"it","in"
4233,"great","day"
4219,"to","sleep"
4217,"the","one"
4208,"off","to"
4206,"into","the"
4200,"what","do"
4198,"but","the"
4192,"are","so"
4178,"do","not"
4167,"to","win"
4159,"i","saw"
4143,"to","our"
4139,"day","to"
4132,"and","get"
4112,"for","our"
4111,"sounds","like"
4106,"look","at"
4103,"time","i"
4094,"know","i"
4091,"over","the"
4088,"to","play"
4083,"listen","to"
4081,"up","in"
4064,"and","we"
4051,"be","on"
4030,"please","follow"
4022,"the","show"
4013,"today","is"
4005,"what","the"
4004,"you","just"
3978,"can","do"
3976,"got","to"
3968,"know","that"
3959,"make","sure"
3958,"have","no"
3952,"you","i"
3950,"end","of"
3941,"all","i"
3938,"who","is"
3936,"to","talk"
3933,"you","got"
3916,"could","be"
3915,"because","i"
3913,"shout","out"
3904,"make","me"
3891,"going","on"
3852,"i'm","in"
3842,"like","you"
3838,"off","the"
3834,"how","many"
3830,"a","day"
3827,"a","bit"
3821,"social","media"
3818,"tonight","at"
3815,"hard","to"
3805,"wanted","to"
3796,"yes","i"
3793,"been","a"
3790,"is","your"
3785,"glad","you"
3780,"you","on"
3776,"would","you"
3761,"wants","to"
3758,"know","if"
3755,"it","on"
3754,"i","never"
3754,"must","be"
3743,"like","i"
3743,"watching","the"
3742,"are","a"
3738,"for","that"
3737,"would","have"
3736,"people","who"
3735,"as","i"
3717,"my","phone"
3715,"of","this"
3708,"out","for"
3701,"at","work"
3691,"how","do"
3675,"waiting","for"
3670,"welcome","to"
3642,"on","it"
3639,"to","keep"
3636,"i","haven't"
3635,"but","you"
3629,"just","saw"
3626,"the","word"
3590,"from","a"
3588,"first","time"
3583,"can","get"
3568,"it","i"
3562,"me","up"
3530,"is","this"
3527,"is","just"
3523,"yeah","i"
3522,"at","my"
3514,"of","them"
3509,"the","rest"
3504,"don't","want"
3492,"of","all"
3492,"on","that"
3486,"i","mean"
3466,"you","at"
3451,"for","it"
3449,"don't","think"
3445,"it","all"
3440,"went","to"
3437,"my","friend"
3433,"the","right"
3429,"love","that"
3423,"my","first"
3423,"is","an"
3419,"might","be"
3413,"you","love"
3405,"know","you"
3403,"have","an"
3387,"me","on"
3384,"congrats","to"
3382,"for","an"
3378,"when","the"
3378,"so","good"
3374,"they","have"
3370,"why","do"
3365,"to","it"
3360,"look","like"
3359,"to","give"
3359,"hope","to"
3337,"we","love"
3334,"think","of"
3322,"the","whole"
3318,"was","just"
3313,"in","our"
3308,"i","wonder"
3306,"glad","to"
3306,"it","and"
3304,"great","to"
3293,"if","it"
3286,"you","could"
3284,"nice","to"
3282,"much","for"
3276,"is","like"
3275,"talk","about"
3269,"on","our"
3264,"out","and"
3260,"a","while"
3246,"how","you"
3242,"rt","if"
3241,"here","in"
3240,"a","couple"
3239,"that","would"
3239,"me","in"
3238,"coming","to"
3237,"excited","for"
3237,"should","have"
3236,"i'm","gonna"
3232,"get","your"
3231,"i","always"
3224,"that's","a"
3224,"instead","of"
3221,"about","you"
3219,"of","us"
3214,"i'm","just"
3213,"and","your"
3202,"a","very"
3195,"of","those"
3194,"if","they"
3179,"a","man"
3170,"as","the"
3167,"have","fun"
3156,"call","me"
3145,"your","favorite"
3145,"love","your"
3141,"today","i"
3140,"get","my"
3133,"happy","to"
3132,"thanks","so"
3115,"do","that"
3112,"don't","forget"
3112,"join","us"
3107,"it's","the"
3107,"live","in"
3092,"why","is"
3088,"your","life"
3088,"why","i"
3081,"got","the"
3075,"rest","of"
3074,"be","at"
3074,"i","cant"
3071,"that","one"
3059,"she","is"
3056,"my","friends"
3043,"if","the"
3041,"do","the"
3041,"is","there"
3040,"how","i"
3036,"in","love"
3036,"sure","to"
3025,"to","bed"
3024,"to","for"
3016,"are","not"
3014,"the","morning"
3013,"if","we"
2996,"and","now"
2996,"you","see"
2993,"to","use"
2993,"people","are"
2992,"a","nice"
2986,"the","people"
2984,"see","it"
2978,"of","me"
2974,"will","you"
2963,"may","be"
2956,"my","day"
2954,"my","head"
2953,"the","weekend"
2953,"you","had"
2952,"from","my"
2950,"wake","up"
2947,"an","amazing"
2940,"getting","ready"
2937,"let","us"
2931,"a","bad"
2926,"and","not"
2924,"let's","go"
2920,"did","i"
2913,"got","my"
2910,"there's","a"
2905,"well","i"
2887,"being","a"
2886,"give","me"
2885,"new","york"
2883,"thinking","about"
2876,"like","this"
2873,"s","o"
2870,"to","tell"
2868,"but","not"
2867,"new","year"
2858,"that's","what"
2855,"mother's","day"
2847,"with","that"
2847,"my","way"
2845,"one","day"
2845,"next","time"
2841,"with","us"
2838,"i","might"
2838,"those","who"
2832,"a","week"
2829,"away","from"
2825,"i","say"
2823,"to","stop"
2822,"day","in"
2820,"the","year"
2818,"and","they"
2817,"are","in"
2816,"are","going"
2812,"want","a"
2812,"it","for"
2806,"on","facebook"
2806,"be","able"
2801,"will","have"
2800,"when","they"
2799,"check","it"
2799,"is","no"
2795,"my","heart"
2795,"i","said"
2792,"i","go"
2788,"is","one"
2777,"of","that"
2775,"so","happy"
2773,"the","worst"
2772,"out","with"
2771,"we","do"
2769,"it","a"
2768,"but","it's"
2764,"tell","you"
2758,"not","be"
2756,"think","about"
2753,"we","should"
2751,"out","on"
2750,"stop","by"
2747,"and","all"
2745,"then","i"
2741,"oh","my"
2733,"you","go"
2726,"how","about"
2712,"is","now"
2707,"you","would"
2707,"only","one"
2702,"we","all"
2701,"i","agree"
2699,"proud","of"
2698,"haha","i"
2694,"we","were"
2689,"was","so"
2688,"the","good"
2683,"the","big"
2682,"into","a"
2681,"to","eat"
2674,"they","were"
2664,"was","in"
2655,"is","good"
2654,"love","my"
2653,"where","you"
2653,"stay","tuned"
2641,"a","chance"
2638,"up","a"
2633,"don't","get"
2632,"when","it"
2629,"down","to"
2628,"a","beautiful"
2626,"high","school"
2622,"that","we"
2621,"would","like"
2618,"the","night"
2618,"get","some"
2616,"my","mind"
2615,"watch","the"
2614,"to","put"
2612,"don't","like"
2606,"so","glad"
2605,"i'm","sure"
2601,"can't","believe"
2601,"look","forward"
2601,"every","time"
2599,"it's","been"
2596,"good","day"
2592,"know","the"
2591,"see","what"
2589,"cant","wait"
2588,"get","out"
2586,"about","a"
2583,"a","free"
2581,"come","out"
2581,"what","to"
2580,"bout","to"
2580,"just","like"
2580,"at","this"
2577,"so","you"
2577,"it","just"
2572,"is","still"
2569,"for","sure"
2563,"next","year"
2556,"mothers","day"
2554,"its","a"
2552,"told","me"
2551,"today","and"
2551,"think","you"
2551,"to","check"
2549,"is","what"
2546,"the","house"
2546,"and","it's"
2544,"for","more"
2541,"what's","up"
2540,"find","out"
2537,"to","try"
2535,"can","we"
2531,"make","the"
2525,"in","that"
2520,"got","it"
2518,"has","to"
2517,"me","back"
2516,"moment","when"
2516,"at","me"
2508,"when","we"
2507,"a","year"
2507,"following","me"
2507,"come","back"
2506,"our","new"
2499,"made","it"
2497,"to","learn"
2496,"this","time"
2494,"the","past"
2492,"a","wonderful"
2491,"about","that"
2490,"to","this"
2489,"have","any"
2488,"supposed","to"
2485,"chance","to"
2485,"a","huge"
2484,"get","in"
2482,"the","future"
2479,"up","at"
2471,"what","we"
2470,"my","own"
2469,"i","hear"
2469,"your","own"
2466,"do","a"
2458,"will","never"
2447,"great","time"
2446,"back","on"
2444,"at","home"
2442,"me","the"
2441,"will","do"
2440,"you","the"
2439,"interested","in"
2438,"and","have"
2436,"out","in"
2435,"do","u"
2435,"know","it"
2435,"made","me"
2434,"me","for"
2428,"the","hell"
2428,"the","fuck"
2425,"through","the"
2422,"who","are"
2421,"congrats","on"
2420,"we","had"
2420,"no","matter"
2417,"than","the"
2414,"woke","up"
2413,"to","read"
2410,"by","a"
2409,"the","great"
2408,"no","problem"
2403,"say","that"
2400,"a","girl"
2398,"meet","you"
2398,"each","other"
2396,"get","back"
2394,"no","i"
2384,"to","everyone"
2384,"to","buy"
2378,"just","finished"
2376,"because","of"
2368,"if","your"
2367,"love","this"
2359,"just","want"
2358,"good","night"
2351,"all","you"
2351,"us","know"
2351,"it","but"
2350,"but","we"
2348,"you","feel"
2346,"you're","not"
2344,"you","ever"
2342,"you're","a"
2337,"you","make"
2337,"is","all"
2333,"of","people"
2331,"an","awesome"
2331,"in","and"
2329,"in","it"
2326,"full","of"
2325,"all","over"
2324,"this","one"
2323,"day","i"
2317,"most","of"
2308,"next","to"
2308,"for","being"
2306,"be","so"
2299,"you're","welcome"
2298,"i","bet"
2298,"this","summer"
2297,"to","school"
2296,"not","even"
2295,"enough","to"
2294,"my","hair"
2291,"keep","it"
2291,"i","look"
2289,"go","back"
2288,"am","so"
2287,"find","a"
2286,"to","live"
2285,"to","think"
2285,"it","when"
2273,"i","swear"
2273,"be","back"
2271,"with","it"
2269,"now","that"
2269,"my","dad"
2268,"around","the"
2268,"a","better"
2268,"and","he"
2267,"to","look"
2266,"some","people"
2264,"have","some"
2263,"how","is"
2262,"for","sharing"
2261,"as","much"
2261,"you","there"
2259,"down","the"
2257,"where","are"
2255,"an","hour"
2252,"as","you"
2252,"on","me"
2249,"with","all"
2245,"rt","the"
2238,"sorry","i"
2231,"so","we"
2228,"with","and"
2224,"text","me"
2218,"before","i"
2217,"i'm","still"
2214,"all","that"
2213,"i","gotta"
2213,"san","diego"
2212,"you","going"
2206,"make","you"
2202,"no","idea"
2202,"the","top"
2196,"out","my"
2190,"after","the"
2188,"than","a"
2188,"a","real"
2183,"work","on"
2181,"the","week"
2181,"you","be"
2180,"is","coming"
2176,"that's","the"
2174,"does","not"
2166,"one","more"
2166,"what's","the"
2164,"i","heard"
2160,"for","us"
2160,"be","sure"
2156,"last","year"
2151,"a","friend"
2149,"he","has"
2149,"i","missed"
2149,"them","to"
2149,"if","he"
2147,"get","on"
2146,"im","not"
2145,"had","the"
2144,"to","stay"
2142,"love","u"
2142,"we","just"
2141,"all","your"
2139,"up","my"
2138,"they","don't"
2137,"we","don't"
2135,"my","birthday"
2135,"what","it"
2134,"or","not"
2133,"every","day"
2133,"to","that"
2132,"when","people"
2132,"the","gym"
2130,"we'll","be"
2130,"there","was"
2128,"what","they"
2126,"looking","at"
2126,"should","i"
2124,"heading","to"
2122,"my","best"
2122,"me","if"
2121,"after","a"
2121,"she","was"
2120,"can","make"
2117,"all","about"
2117,"you","say"
2113,"we","get"
2112,"do","this"
2110,"today","at"
2109,"birthday","to"
2107,"i","knew"
2104,"anyone","else"
2104,"in","his"
2102,"day","and"
2102,"me","that"
2102,"the","sun"
2095,"just","had"
2094,"why","are"
2092,"talking","to"
2090,"we","got"
2087,"great","weekend"
2084,"see","a"
2084,"take","the"
2082,"the","city"
2081,"when","your"
2080,"take","it"
2079,"u","have"
2076,"man","i"
2075,"with","this"
2075,"when","i'm"
2074,"long","time"
2072,"i","believe"
2072,"day","for"
2071,"wonder","if"
2070,"of","his"
2069,"o","to"
2069,"during","the"
2067,"and","more"
2065,"i","went"
2060,"where","i"
2058,"rt","rt"
2058,"a","guy"
2058,"that","i'm"
2056,"don't","even"
2056,"which","is"
2054,"it","has"
2054,"last","week"
2053,"on","his"
2050,"is","always"
2049,"my","house"
2049,"when","you're"
2047,"good","for"
2046,"think","the"
2044,"or","a"
2042,"will","not"
2036,"you","look"
2036,"i","may"
2035,"coming","up"
2035,"help","me"
2030,"us","to"
2027,"i'm","on"
2026,"all","night"
2026,"in","life"
2020,"go","on"
2020,"now","i'm"
2018,"you","still"
2017,"that","will"
2014,"that","it"
2014,"pretty","sure"
2014,"is","gonna"
2010,"thx","for"
2009,"on","to"
2006,"is","about"
2005,"too","many"
2001,"r","u"
2000,"was","great"
2000,"will","get"
1998,"i","won't"
1998,"back","from"
1997,"i","remember"
1995,"that","a"
1994,"happy","new"
1993,"omg","i"
1992,"just","to"
1991,"and","see"
1991,"time","in"
1988,"when","u"
1987,"you","doing"
1986,"the","real"
1980,"when","he"
1977,"be","an"
1972,"still","have"
1969,"and","that"
1969,"won't","be"
1963,"to","change"
1963,"starting","to"
1962,"about","this"
1960,"on","you"
1958,"front","of"
1957,"even","if"
1956,"you","did"
1955,"no","more"
1953,"to","share"
1948,"sure","you"
1945,"are","all"
1943,"what","happened"
1942,"enjoy","the"
1941,"how","did"
1939,"has","the"
1938,"in","front"
1934,"tired","of"
1933,"let","you"
1933,"getting","a"
1933,"i","used"
1933,"a","game"
1929,"my","last"
1928,"think","i'm"
1928,"the","truth"
1925,"a","fan"
1925,"me","at"
1925,"its","not"
1924,"guys","are"
1922,"day","at"
1921,"does","it"
1918,"and","for"
1916,"you","been"
1914,"a","happy"
1914,"is","awesome"
1913,"day","is"
1912,"think","that"
1910,"happy","friday"
1909,"give","you"
1905,"best","friend"
1905,"it's","like"
1904,"oh","i"
1901,"me","out"
1899,"these","days"
1897,"my","twitter"
1896,"in","to"
1893,"how","can"
1893,"in","chicago"
1891,"forget","to"
1890,"think","it"
1889,"in","for"
1888,"cause","i"
1885,"what's","your"
1882,"me","so"
1881,"but","if"
1881,"years","ago"
1880,"you","mean"
1880,"about","your"
1877,"due","to"
1876,"in","an"
1875,"in","their"
1874,"what","did"
1873,"or","something"
1871,"think","it's"
1869,"can","help"
1868,"could","have"
1867,"that's","why"
1866,"you","but"
1865,"see","how"
1865,"thank","u"
1864,"of","their"
1863,"let","the"
1863,"excited","about"
1861,"in","la"
1860,"they","can"
1860,"the","office"
1855,"to","and"
1852,"before","the"
1852,"in","nyc"
1851,"happy","hour"
1850,"is","getting"
1849,"ice","cream"
1849,"on","their"
1847,"a","job"
1845,"much","i"
1841,"hit","me"
1840,"did","it"
1840,"it","with"
1839,"it's","all"
1838,"the","season"
1837,"i","live"
1835,"didn't","know"
1835,"it","be"
1834,"get","me"
1834,"hate","when"
1832,"it's","so"
1831,"people","in"
1828,"see","if"
1827,"good","thing"
1827,"but","they"
1827,"from","you"
1827,"seems","like"
1823,"not","in"
1816,"best","of"
1814,"don't","care"
1814,"the","road"
1813,"in","one"
1813,"keep","up"
1813,"to","ask"
1812,"is","for"
1811,"coming","soon"
1809,"that","they"
1809,"give","a"
1808,"the","movie"
1806,"beautiful","day"
1806,"pick","up"
1804,"it","so"
1802,"any","of"
1802,"wanna","go"
1797,"so","bad"
1797,"done","with"
1795,"a","way"
1794,"did","not"
1793,"u","know"
1793,"headed","to"
1792,"is","really"
1791,"be","my"
1790,"love","with"
1789,"since","i"
1788,"so","hard"
1788,"close","to"
1787,"not","going"
1786,"go","out"
1786,"it's","just"
1784,"last","day"
1783,"less","than"
1776,"you","really"
1776,"great","job"
1774,"see","my"
1771,"give","up"
1769,"i'm","glad"
1769,"do","we"
1768,"is","amazing"
1768,"the","love"
1766,"you","back"
1766,"to","call"
1765,"i'm","sorry"
1762,"you","follow"
1762,"your","day"
1761,"to","show"
1760,"happy","mothers"
1759,"are","we"
1759,"where","is"
1757,"long","as"
1757,"or","the"
1757,"i","forgot"
1755,"get","you"
1755,"so","true"
1755,"your","tweets"
1751,"the","fact"
1751,"it's","time"
1750,"love","and"
1750,"do","with"
1747,"so","i'm"
1747,"you","you"
1744,"you","never"
1742,"they","will"
1740,"oh","yeah"
1739,"sometimes","i"
1738,"us","at"
1734,"back","and"
1734,"dm","me"
1733,"i","only"
1733,"it","doesn't"
1733,"even","though"
1733,"u","can"
1732,"something","to"
1731,"where","the"
1730,"people","to"
1730,"thank","god"
1730,"im","so"
1729,"too","bad"
1729,"get","ready"
1729,"night","at"
1728,"love","is"
1727,"help","you"
1727,"thought","i"
1725,"me","please"
1725,"with","some"
1724,"really","good"
1724,"a","bunch"
1724,"the","mention"
1723,"say","i"
1723,"love","me"
1721,"coming","out"
1719,"know","when"
1718,"way","too"
1718,"a","fun"
1718,"wish","you"
1715,"saw","a"
1713,"the","more"
1712,"much","better"
1707,"bunch","of"
1707,"hit","the"
1705,"a","time"
1705,"you","must"
1704,"like","my"
1703,"as","we"
1703,"thing","i"
1702,"what","about"
1701,"that","shit"
1698,"to","write"
1698,"we","could"
1697,"us","for"
1696,"for","lunch"
1695,"year","old"
1695,"to","let"
1694,"figure","out"
1692,"the","team"
1691,"how","was"
1690,"on","friday"
1690,"thanks","i"
1689,"who","you"
1688,"need","some"
1688,"is","great"
1685,"to","tweet"
1685,"been","on"
1684,"same","thing"
1684,"i","told"
1683,"couple","of"
1682,"seeing","you"
1682,"because","you"
1682,"oh","well"
1681,"can","see"
1679,"and","no"
1678,"it","looks"
1676,"sorry","for"
1676,"we","go"
1676,"the","greatest"
1676,"your","friends"
1674,"this","game"
1672,"who","wants"
1672,"am","a"
1671,"back","at"
1670,"send","me"
1670,"i","made"
1667,"i","wanted"
1666,"not","just"
1665,"don't","be"
1664,"worth","it"
1662,"to","love"
1662,"about","how"
1661,"the","middle"
1661,"tweet","me"
1661,"a","blast"
1659,"for","free"
1658,"my","name"
1657,"on","tv"
1657,"to","bring"
1655,"not","that"
1655,"come","in"
1654,"a","whole"
1653,"to","catch"
1652,"do","something"
1651,"don't","you"
1650,"see","that"
1650,"me","but"
1647,"the","man"
1647,"much","more"
1647,"and","make"
1644,"here","i"
1643,"work","with"
1643,"it's","going"
1643,"was","like"
1642,"tried","to"
1640,"i","find"
1640,"say","it"
1639,"the","music"
1637,"made","a"
1637,"are","on"
1632,"as","long"
1630,"look","for"
1628,"of","these"
1626,"the","rain"
1626,"and","to"
1625,"feel","better"
1624,"pretty","good"
1620,"to","leave"
1618,"the","guy"
1618,"may","have"
1617,"have","my"
1616,"all","is"
1615,"can't","get"
1615,"was","on"
1614,"know","who"
1610,"thought","it"
1608,"me","some"
1606,"glad","i"
1606,"what","would"
1606,"that","makes"
1605,"fan","of"
1604,"my","family"
1602,"follow","you"
1601,"did","u"
1601,"have","it"
1600,"hey","i"
1599,"tomorrow","night"
1596,"hang","out"
1595,"on","saturday"
1594,"is","more"
1593,"out","a"
1593,"i've","got"
1593,"now","and"
1593,"and","be"
1592,"i","found"
1591,"it","makes"
1591,"place","to"
1590,"my","sister"
1590,"with","an"
1589,"is","too"
1588,"that","he"
1588,"am","not"
1586,"last","time"
1585,"happy","mother's"
1584,"on","here"
1584,"just","don't"
1582,"things","are"
1582,"to","move"
1580,"but","he"
1579,"seem","to"
1579,"came","out"
1578,"at","your"
1578,"make","my"
1577,"that","are"
1576,"get","up"
1576,"everyone","is"
1575,"so","proud"
1575,"much","as"
1573,"so","cute"
1573,"they","do"
1570,"a","movie"
1570,"does","that"
1569,"work","for"
1569,"happened","to"
1568,"my","car"
1568,"that","my"
1567,"u","r"
1566,"thinking","of"
1563,"him","to"
1560,"the","phone"
1560,"out","our"
1559,"much","fun"
1556,"the","weather"
1554,"this","day"
1553,"saw","the"
1553,"for","her"
1552,"than","i"
1552,"the","us"
1552,"i","keep"
1549,"me","of"
1548,"feels","like"
1548,"care","of"
1548,"before","you"
1547,"is","at"
1546,"time","with"
1546,"and","if"
1545,"get","off"
1542,"it","the"
1540,"i've","never"
1539,"new","followers"
1538,"time","and"
1535,"no","way"
1533,"a","bitch"
1533,"awkward","moment"
1530,"got","some"
1530,"you","didn't"
1529,"much","to"
1528,"and","i'll"
1528,"do","is"
1526,"about","me"
1524,"end","up"
1524,"for","them"
1524,"the","wrong"
1523,"how","the"
1523,"about","my"
1522,"name","is"
1522,"did","the"
1520,"shut","up"
1520,"like","an"
1519,"of","an"
1518,"a","woman"
1518,"in","san"
1517,"makes","you"
1516,"seems","to"
1513,"follow","us"
1513,"me","when"
1512,"was","going"
1511,"at","you"
1511,"will","always"
1510,"you","please"
1509,"and","what"
1509,"now","on"
1509,"be","happy"
1508,"who","has"
1508,"for","coming"
1506,"like","me"
1506,"the","things"
1505,"get","that"
1505,"we","want"
1505,"one","is"
1505,"with","no"
1503,"need","more"
1502,"and","she"
1502,"catch","up"
1501,"what","was"
1501,"go","home"
1498,"your","heart"
1498,"just","made"
1493,"hope","you're"
1493,"my","brother"
1491,"to","hit"
1489,"made","my"
1485,"there","a"
1485,"i","couldn't"
1484,"be","here"
1484,"are","doing"
1483,"appreciate","it"
1483,"it","again"
1482,"of","life"
1482,"really","want"
1482,"a","really"
1481,"fact","that"
1480,"believe","in"
1480,"someone","who"
1478,"but","my"
1478,"know","about"
1477,"all","these"
1477,"does","anyone"
1474,"everyone","who"
1472,"the","second"
1472,"trip","to"
1472,"are","u"
1470,"of","time"
1470,"in","new"
1470,"go","for"
1469,"to","run"
1468,"in","there"
1467,"merry","christmas"
1465,"of","what"
1465,"the","1st"
1464,"use","the"
1464,"that","way"
1464,"like","your"
1464,"b","c"
1460,"a","month"
1460,"ha","ha"
1459,"the","book"
1459,"i'm","at"
1457,"why","you"
1456,"w","the"
1456,"how","it"
1455,"sure","i"
1455,"the","internet"
1455,"a","book"
1454,"do","what"
