"freq","word_input","word_pred"
234,"education","is"
234,"the","fridge"
234,"the","jets"
234,"screening","of"
234,"all","there"
234,"a","gay"
234,"are","enjoying"
234,"know","just"
234,"player","in"
234,"being","at"
234,"pack","of"
234,"were","born"
234,"for","last"
234,"else","in"
234,"girls","and"
234,"lemme","know"
234,"you","become"
234,"outta","here"
234,"people","make"
234,"luck","and"
234,"someone","has"
234,"that","like"
234,"don’t","remember"
234,"it’s","worth"
233,"to","carry"
233,"was","also"
233,"i","stopped"
233,"should","all"
233,"that","same"
233,"like","for"
233,"this","lady"
233,"arrived","in"
233,"the","topic"
233,"keeping","me"
233,"much","it"
233,"is","stupid"
233,"something","with"
233,"now","get"
233,"place","on"
233,"hold","a"
233,"would","of"
233,"me","alone"
233,"cut","my"
233,"new","things"
233,"looks","awesome"
233,"team","that"
233,"call","now"
233,"video","shoot"
233,"haha","oh"
233,"who","to"
233,"since","i'm"
233,"help","them"
233,"he","goes"
233,"a","hundred"
233,"some","free"
233,"never","leave"
233,"us","back"
233,"her","ass"
233,"like","wtf"
233,"way","around"
233,"then","there’s"
233,"phoenix","police"
232,"the","crap"
232,"about","having"
232,"guys","were"
232,"but","would"
232,"day","by"
232,"come","through"
232,"try","that"
232,"d","d"
232,"of","happiness"
232,"the","superbowl"
232,"be","sick"
232,"for","using"
232,"much","work"
232,"only","had"
232,"the","mothers"
232,"wear","it"
232,"before","and"
232,"ass","and"
232,"became","a"
232,"care","less"
232,"idk","how"
232,"at","11am"
232,"got","them"
232,"and","loving"
232,"lay","down"
232,"people","but"
232,"hey","are"
232,"i'm","officially"
232,"will","become"
232,"to","suck"
232,"much","is"
232,"ass","in"
232,"day","from"
232,"a","treat"
232,"sleep","but"
232,"visit","our"
232,"to","great"
232,"us","is"
232,"it","an"
232,"pick","the"
232,"office","and"
232,"excited","and"
232,"it's","also"
232,"a","morning"
232,"21st","century"
232,"my","top"
232,"she","knows"
232,"wine","tasting"
232,"catch","me"
232,"in","canada"
232,"in","brooklyn"
232,"for","how"
232,"does","one"
232,"that's","really"
232,"jump","on"
232,"should","of"
232,"we're","a"
232,"provided","as"
232,"had","also"
232,"didn’t","feel"
231,"it","its"
231,"a","cover"
231,"f","ck"
231,"harder","than"
231,"for","halloween"
231,"new","home"
231,"rt","yes"
231,"for","on"
231,"for","reading"
231,"you're","enjoying"
231,"so","can"
231,"in","october"
231,"performance","of"
231,"be","another"
231,"for","its"
231,"missed","my"
231,"the","outside"
231,"an","epic"
231,"an","i"
231,"lot","about"
231,"cant","sleep"
231,"there","it"
231,"of","on"
231,"are","i"
231,"the","bill"
231,"free","throws"
231,"shot","at"
231,"a","girlfriend"
231,"again","tomorrow"
231,"it","away"
231,"there's","still"
231,"happy","saturday"
231,"awesome","time"
231,"its","true"
231,"but","thank"
231,"said","this"
231,"let's","be"
231,"find","myself"
231,"i'll","miss"
231,"is","calling"
231,"the","hill"
231,"text","back"
231,"civil","rights"
231,"what","type"
231,"reasons","to"
231,"he","always"
231,"thus","far"
231,"ticket","for"
231,"will","also"
231,"can't","think"
231,"one","from"
231,"webster","groves"
230,"around","a"
230,"know","for"
230,"the","courage"
230,"in","jail"
230,"dream","that"
230,"explain","to"
230,"in","west"
230,"have","faith"
230,"soon","for"
230,"music","videos"
230,"guy","at"
230,"shit","in"
230,"bored","as"
230,"i","broke"
230,"tea","party"
230,"of","years"
230,"any","recommendations"
230,"coming","along"
230,"needed","a"
230,"everything","to"
230,"song","in"
230,"get","when"
230,"does","she"
230,"when","he's"
230,"be","taken"
230,"is","boring"
230,"a","page"
230,"okay","i'm"
230,"joining","the"
230,"a","review"
230,"we","found"
230,"where","will"
230,"a","lesson"
230,"good","ol"
230,"like","going"
230,"way","up"
230,"my","nerves"
230,"2nd","half"
230,"lmfao","i"
230,"our","community"
230,"to","impress"
230,"a","discount"
230,"bout","you"
230,"u","of"
230,"am","doing"
230,"your","shit"
230,"you","through"
230,"is","happy"
230,"tomorrow","i'm"
230,"store","and"
230,"for","today's"
230,"to","name"
230,"too","thanks"
230,"been","thinking"
230,"night","that"
230,"event","tonight"
230,"saw","him"
229,"your","world"
229,"hold","the"
229,"year","so"
229,"hard","as"
229,"where","was"
229,"boy","is"
229,"good","lol"
229,"my","2nd"
229,"when","to"
229,"to","prom"
229,"a","set"
229,"like","i've"
229,"to","shop"
229,"much","that"
229,"will","end"
229,"a","whore"
229,"do","well"
229,"one","the"
229,"have","left"
229,"already","been"
229,"living","the"
229,"paying","for"
229,"to","apply"
229,"war","on"
229,"that","about"
229,"get","tired"
229,"inspiration","to"
229,"you","god"
229,"at","3pm"
229,"dreams","are"
229,"baby","is"
229,"created","a"
229,"yet","again"
229,"quote","from"
229,"sure","u"
229,"a","hand"
229,"shout","outs"
229,"years","eve"
229,"and","trying"
229,"the","saints"
229,"and","safe"
229,"my","uncle"
229,"yeah","they"
229,"the","windows"
229,"in","3d"
229,"health","and"
229,"to","punch"
229,"buy","some"
229,"you","first"
229,"him","with"
229,"pisses","me"
229,"sucks","i"
229,"a","library"
229,"before","a"
229,"speak","at"
229,"and","food"
229,"of","wisdom"
229,"because","its"
229,"one","month"
229,"guys","should"
229,"was","playing"
229,"step","in"
229,"a","two"
229,"father's","day"
229,"day","going"
229,"be","taking"
229,"that","love"
229,"no","man"
229,"hard","i"
228,"message","to"
228,"blow","up"
228,"and","here"
228,"we","give"
228,"and","know"
228,"is","most"
228,"out","thanks"
228,"now","she"
228,"enjoying","it"
228,"um","i"
228,"it","after"
228,"taste","like"
228,"gift","of"
228,"up","about"
228,"it","well"
228,"tonight","it's"
228,"you're","here"
228,"pain","in"
228,"u","from"
228,"cut","the"
228,"the","lottery"
228,"than","in"
228,"it","smells"
228,"i'm","seeing"
228,"thats","all"
228,"a","seat"
228,"eat","some"
228,"coming","for"
228,"house","to"
228,"on","hold"
228,"new","cd"
228,"my","site"
228,"our","booth"
228,"would've","been"
228,"thanks","hope"
228,"will","all"
228,"full","day"
228,"get","sick"
228,"don't","just"
228,"looking","into"
228,"of","weeks"
228,"right","up"
227,"me","you're"
227,"room","to"
227,"a","model"
227,"been","my"
227,"business","cards"
227,"like","on"
227,"second","that"
227,"people","know"
227,"and","nothing"
227,"your","stuff"
227,"get","money"
227,"send","the"
227,"there","we"
227,"long","i"
227,"your","questions"
227,"it","any"
227,"the","ring"
227,"be","seen"
227,"her","hair"
227,"day","rt"
227,"next","couple"
227,"#ff","love"
227,"few","people"
227,"don't","we"
227,"as","our"
227,"a","daily"
227,"me","posted"
227,"don't","eat"
227,"was","fantastic"
227,"a","powerful"
227,"why","aren't"
227,"did","to"
227,"i","changed"
227,"anymore","i"
227,"can","look"
227,"i","rather"
227,"great","cause"
227,"home","of"
227,"been","listening"
227,"some","pretty"
227,"an","ice"
227,"some","big"
227,"right","you"
227,"light","of"
227,"next","two"
227,"my","story"
227,"friends","that"
227,"believe","i'm"
227,"after","it"
227,"and","thats"
227,"how","well"
227,"to","increase"
227,"the","service"
227,"video","i"
227,"doubt","it"
227,"fan","page"
227,"never","said"
227,"your","pain"
227,"small","bowl"
226,"your","child"
226,"live","a"
226,"tried","it"
226,"be","announced"
226,"they","give"
226,"he","told"
226,"belongs","to"
226,"but","am"
226,"long","ago"
226,"miller","park"
226,"i","deserve"
226,"us","some"
226,"where","it's"
226,"too","young"
226,"let","a"
226,"be","easy"
226,"know","which"
226,"the","data"
226,"san","fran"
226,"one","big"
226,"that","matter"
226,"are","most"
226,"beautiful","people"
226,"almost","a"
226,"of","em"
226,"to","complete"
226,"any","idea"
226,"of","books"
226,"and","much"
226,"too","it's"
226,"to","kiss"
226,"good","the"
226,"tell","if"
226,"follow","on"
226,"doing","nothing"
226,"free","tickets"
226,"damn","that"
226,"well","not"
226,"success","in"
226,"different","from"
226,"pop","up"
226,"haven't","done"
226,"hey","what's"
226,"me","be"
226,"at","so"
226,"a","2nd"
226,"he's","still"
226,"i'm","right"
226,"wanted","a"
226,"hot","dogs"
226,"it's","me"
226,"i","dig"
226,"yes","to"
226,"learned","from"
226,"to","accomplish"
226,"ha","rt"
226,"you","post"
226,"was","probably"
226,"post","about"
226,"copic","markers"
226,"i’m","afraid"
225,"thnx","for"
225,"pleased","to"
225,"the","star"
225,"friday","everyone"
225,"there","isn't"
225,"sponsored","by"
225,"out","again"
225,"thanks","glad"
225,"d","and"
225,"more","at"
225,"where","would"
225,"to","pee"
225,"money","i"
225,"phone","calls"
225,"must","go"
225,"on","making"
225,"up","wit"
225,"son","is"
225,"sleep","is"
225,"the","of"
225,"not","easy"
225,"watch","me"
225,"is","terrible"
225,"run","on"
225,"in","social"
225,"not","surprised"
225,"shoot","for"
225,"to","rain"
225,"tweet","but"
225,"broke","up"
225,"your","brand"
225,"who's","the"
225,"enjoying","your"
225,"after","watching"
225,"baseball","game"
225,"rt","follow"
225,"out","it's"
225,"is","life"
225,"ass","to"
225,"article","about"
225,"a","go"
225,"happy","4th"
225,"work","from"
225,"goal","of"
225,"go","off"
225,"this","happen"
225,"of","ppl"
225,"hard","at"
225,"is","mine"
225,"tuesday","night"
225,"i'd","do"
225,"ask","if"
225,"how","i'm"
225,"and","sunny"
225,"didn't","i"
225,"release","of"
225,"sending","you"
225,"week","from"
225,"covered","in"
225,"some","cool"
225,"not","allowed"
225,"will","now"
225,"mp","cost"
225,"and","she’s"
225,"couldn’t","help"
225,"tablespoons","of"
224,"start","on"
224,"fantasy","football"
224,"change","of"
224,"wonder","who"
224,"ok","i'll"
224,"in","next"
224,"me","wrong"
224,"wrong","i"
224,"we","agree"
224,"hit","it"
224,"a","wise"
224,"or","how"
224,"the","ny"
224,"hope","its"
224,"your","little"
224,"sex","is"
224,"we","saw"
224,"is","complete"
224,"details","on"
224,"be","it"
224,"you've","done"
224,"well","but"
224,"comic","book"
224,"the","will"
224,"spot","in"
224,"little","sister"
224,"a","slow"
224,"and","thinking"
224,"a","sec"
224,"haven't","even"
224,"like","he's"
224,"across","from"
224,"see","is"
224,"say","thank"
224,"and","found"
224,"this","video"
224,"i'm","definitely"
224,"a","boat"
224,"some","music"
224,"i","suck"
224,"right","the"
224,"so","sexy"
224,"night","before"
224,"done","to"
224,"you","prefer"
224,"have","yet"
224,"variety","of"
224,"started","on"
224,"special","guest"
224,"with","today"
224,"but","more"
224,"booth","at"
224,"media","and"
224,"its","in"
224,"could","come"
224,"it","depends"
224,"off","that"
224,"level","mp"
224,"i’m","very"
224,"illinois","incorporated"
223,"stare","at"
223,"its","cool"
223,"has","my"
223,"old","to"
223,"of","to"
223,"cant","be"
223,"so","maybe"
223,"it","about"
223,"time","it's"
223,"please","d"
223,"that's","crazy"
223,"it","felt"
223,"hear","me"
223,"is","set"
223,"old","friend"
223,"we","meet"
223,"be","allowed"
223,"an","online"
223,"on","amazon"
223,"those","were"
223,"have","someone"
223,"friends","family"
223,"by","tomorrow"
223,"first","game"
223,"our","page"
223,"win","and"
223,"voice","of"
223,"does","my"
223,"holiday","weekend"
223,"it","time"
223,"im","bout"
223,"the","ff"
223,"happy","anniversary"
223,"messing","with"
223,"call","or"
223,"hate","people"
223,"hello","there"
223,"running","on"
223,"movies","and"
223,"can","finally"
223,"realize","i"
223,"new","episode"
223,"about","yourself"
222,"rock","n"
222,"a","sandwich"
222,"away","i"
222,"like","people"
222,"rt","there"
222,"mean","a"
222,"words","i"
222,"of","followers"
222,"well","be"
222,"oh","snap"
222,"your","words"
222,"for","mother's"
222,"ask","a"
222,"today","too"
222,"expect","a"
222,"us","but"
222,"year","anniversary"
222,"tips","on"
222,"no","big"
222,"followed","back"
222,"do","or"
222,"you","people"
222,"get","ur"
222,"that's","like"
222,"don't","trust"
222,"you'd","think"
222,"to","deliver"
222,"up","every"
222,"go","watch"
222,"avoid","the"
222,"songs","on"
222,"my","final"
222,"hey","we"
222,"nothing","in"
222,"been","more"
222,"worst","thing"
222,"be","but"
222,"links","to"
222,"family","friends"
222,"am","ready"
222,"fried","chicken"
222,"a","season"
222,"safe","to"
222,"back","lol"
222,"hook","up"
222,"i","move"
222,"go","crazy"
222,"will","show"
222,"words","with"
222,"off","his"
222,"wasn’t","sure"
222,"which","meant"
221,"them","that"
221,"of","death"
221,"lunch","time"
221,"am","too"
221,"it's","fun"
221,"an","art"
221,"were","still"
221,"of","each"
221,"have","many"
221,"do","know"
221,"i'm","sad"
221,"to","sound"
221,"old","lady"
221,"from","twitter"
221,"but","his"
221,"my","sleep"
221,"hoping","that"
221,"the","release"
221,"better","off"
221,"have","kids"
221,"you","into"
221,"my","cousins"
221,"this","much"
221,"a","sense"
221,"im","like"
221,"here","today"
221,"the","birds"
221,"fast","food"
221,"w","u"
221,"though","lol"
221,"today","hope"
221,"between","and"
221,"in","many"
221,"from","people"
221,"ur","so"
221,"not","everyone"
221,"just","sitting"
221,"from","pm"
221,"the","dc"
221,"premiere","of"
221,"well","good"
221,"to","burn"
221,"your","choice"
221,"celebrate","with"
221,"stop","me"
221,"mix","of"
221,"eat","and"
221,"gave","it"
221,"a","senior"
221,"turn","around"
220,"stop","trying"
220,"so","be"
220,"shows","up"
220,"of","just"
220,"wanna","make"
220,"in","ohio"
220,"you","don’t"
220,"hey","it's"
220,"these","kids"
220,"just","turned"
220,"hours","ago"
220,"a","hotel"
220,"yeah","me"
220,"a","food"
220,"you","that's"
220,"here's","my"
220,"try","this"
220,"made","to"
220,"whats","going"
220,"seeing","it"
220,"ask","what"
220,"me","away"
220,"trying","out"
220,"long","island"
220,"the","gas"
220,"the","few"
220,"birthday","hope"
220,"won't","stop"
220,"donna","summer"
220,"haven't","talked"
220,"the","21st"
220,"new","blog"
220,"we","met"
220,"that","seems"
220,"new","place"
220,"enjoying","this"
220,"service","is"
220,"followers","thanks"
220,"if","anything"
220,"coffee","in"
220,"time","tonight"
220,"feeling","when"
220,"gonna","see"
220,"better","but"
220,"at","starbucks"
220,"the","short"
220,"to","cali"
220,"having","me"
220,"everything","but"
220,"show","of"
220,"worked","for"
220,"different","than"
220,"check","that"
220,"cause","it"
220,"christmas","is"
220,"can't","seem"
220,"to","hurry"
220,"further","ado"
220,"francis","howell"
219,"means","that"
219,"of","working"
219,"her","out"
219,"over","years"
219,"really","miss"
219,"u","cant"
219,"hopefully","we"
219,"would","happen"
219,"trying","not"
219,"it's","such"
219,"helping","us"
219,"to","ruin"
219,"since","he"
219,"man","we"
219,"sounds","amazing"
219,"we","offer"
219,"of","american"
219,"support","your"
219,"life","right"
219,"restaurant","in"
219,"we","keep"
219,"ought","to"
219,"check","me"
219,"don't","they"
219,"today","d"
219,"opposite","of"
219,"an","invite"
219,"there","an"
219,"nothing","much"
219,"time","my"
219,"weeks","and"
219,"holding","a"
219,"you","rather"
219,"a","final"
219,"move","in"
219,"you","done"
219,"guys","rock"
219,"first","ever"
219,"free","for"
219,"standing","in"
219,"the","boston"
219,"in","sports"
219,"i","drink"
219,"and","hopefully"
219,"i’ve","found"
219,"east","orange"
218,"land","of"
218,"that","again"
218,"enter","the"
218,"you'll","love"
218,"found","that"
218,"to","draw"
218,"hosting","the"
218,"the","oscars"
218,"the","correct"
218,"his","hair"
218,"art","and"
218,"hair","done"
218,"a","green"
218,"you","where"
218,"a","in"
218,"so","blessed"
218,"lead","the"
218,"beat","me"
218,"a","haircut"
218,"sure","i'll"
218,"you","me"
218,"didn't","mean"
218,"just","seen"
218,"great","story"
218,"not","knowing"
218,"and","listening"
218,"sweet","i"
218,"copies","of"
218,"getting","started"
218,"was","better"
218,"a","dozen"
218,"my","hubby"
218,"having","some"
218,"bright","side"
218,"edge","of"
218,"last","nights"
218,"the","grocery"
218,"book","your"
218,"it","soon"
218,"i","posted"
218,"an","episode"
218,"cause","we"
218,"night","everyone"
218,"good","ones"
218,"to","email"
218,"s","and"
218,"go","all"
218,"birthday","wishes"
218,"be","late"
218,"some","food"
218,"it","started"
218,"wanna","play"
218,"its","always"
218,"always","great"
218,"this","wknd"
218,"lol","love"
218,"white","and"
218,"fighting","for"
218,"with","myself"
217,"need","anything"
217,"my","inspiration"
217,"world","cup"
217,"i","choose"
217,"videos","on"
217,"u","better"
217,"about","as"
217,"ever","and"
217,"hot","as"
217,"worked","with"
217,"to","score"
217,"when","one"
217,"joined","the"
217,"not","mean"
217,"that's","me"
217,"with","others"
217,"real","and"
217,"person","on"
217,"they","take"
217,"to","texas"
217,"today","only"
217,"that","money"
217,"profile","picture"
217,"her","face"
217,"book","a"
217,"what","you've"
217,"why","isn't"
217,"depend","on"
217,"on","someone"
217,"the","bears"
217,"a","compliment"
217,"rt","lol"
217,"texted","me"
217,"write","about"
217,"i'm","no"
217,"out","too"
217,"great","in"
217,"why","so"
217,"bad","things"
217,"oh","what"
217,"site","and"
217,"bed","at"
217,"before","work"
217,"rt","wow"
217,"the","to"
217,"you","didnt"
217,"them","you"
217,"degrees","in"
217,"that's","for"
217,"dont","let"
217,"show","us"
217,"a","flight"
217,"things","but"
217,"job","with"
217,"them","back"
217,"ceo","of"
217,"only","place"
217,"of","tweets"
217,"blowing","up"
217,"great","deals"
217,"monday","and"
217,"you","feeling"
217,"like","there"
217,"there","has"
217,"kill","the"
217,"off","twitter"
217,"to","introduce"
217,"eat","my"
217,"p.m","dec"
216,"idk","i"
216,"putting","it"
216,"the","subject"
216,"when","ppl"
216,"i","second"
216,"already","got"
216,"in","as"
216,"probably","won't"
216,"bad","about"
216,"ah","yes"
216,"someone","like"
216,"it's","easy"
216,"to","as"
216,"your","game"
216,"rt","can't"
216,"a","step"
216,"of","march"
216,"big","ass"
216,"the","lab"
216,"be","willing"
216,"you'll","find"
216,"its","really"
216,"dumb","ass"
216,"work","tonight"
216,"he","went"
216,"to","switch"
216,"again","lol"
216,"nice","out"
216,"u","but"
216,"friends","of"
216,"in","september"
216,"it","being"
216,"day","out"
216,"sometime","soon"
216,"which","you"
216,"people","still"
216,"turn","up"
216,"crap","i"
216,"the","cops"
216,"cant","stop"
216,"of","with"
216,"shower","and"
216,"training","for"
216,"a","normal"
216,"a","straight"
216,"game","day"
216,"doing","your"
216,"alive","and"
216,"or","may"
216,"just","sit"
216,"was","he"
216,"have","friends"
216,"guys","at"
216,"weekend","so"
216,"last","thing"
216,"preheat","the"
215,"we","find"
215,"a","tool"
215,"city","in"
215,"handle","it"
215,"spirit","of"
215,"me","are"
215,"lol","this"
215,"months","of"
215,"was","super"
215,"night","thanks"
215,"an","angel"
215,"we","in"
215,"me","sick"
215,"its","still"
215,"some","ppl"
215,"the","facebook"
215,"and","awesome"
215,"are","killing"
215,"beautiful","weather"
215,"some","stuff"
215,"moving","forward"
215,"call","her"
215,"somewhere","in"
215,"em","out"
215,"i","learn"
215,"mobile","app"
215,"mention","this"
215,"same","for"
215,"behalf","of"
215,"who","could"
215,"not","wait"
215,"museum","of"
215,"the","majority"
215,"brain","is"
215,"happen","in"
215,"year","we"
215,"before","bed"
215,"day","thanks"
215,"it","anymore"
215,"the","loss"
215,"certain","content"
215,"eu","this"
215,"or","removal"
215,"couldn’t","get"
215,"gov","ted"
214,"reality","show"
214,"they","see"
214,"cant","even"
214,"no","lie"
214,"i","lose"
214,"while","it"
214,"half","hour"
214,"you","forever"
214,"sleep","for"
214,"as","me"
214,"cold","in"
214,"light","up"
214,"over","time"
214,"means","the"
214,"day","it's"
214,"even","think"
214,"bout","it"
214,"hand","in"
214,"no","kidding"
214,"about","everything"
214,"never","going"
214,"break","out"
214,"dance","party"
214,"when","life"
214,"first","week"
214,"in","europe"
214,"we","work"
214,"to","experience"
214,"patty's","day"
214,"in","phoenix"
214,"i'll","look"
214,"details","to"
214,"us","i"
214,"me","neither"
214,"we","won"
214,"wow","i'm"
214,"making","some"
214,"my","bff"
214,"and","again"
214,"service","to"
214,"believe","we"
214,"regular","season"
214,"football","game"
214,"wish","for"
214,"may","or"
214,"just","played"
214,"owe","you"
214,"head","in"
214,"got","our"
214,"happy","weekend"
214,"breast","cancer"
214,"damn","right"
214,"the","fan"
214,"on","good"
214,"the","source"
214,"risk","of"
214,"free","food"
214,"somebody","that"
214,"great","ideas"
214,"to","facebook"
214,"internet","is"
214,"and","loved"
214,"he","must"
214,"the","college"
214,"rain","in"
214,"you","excited"
214,"programmes","designed"
214,"removal","at"
214,"mentioned","above"
214,"the","government’s"
213,"pieces","of"
213,"summer","and"
213,"is","okay"
213,"call","that"
213,"not","work"
213,"good","evening"
213,"world","but"
213,"story","and"
213,"its","hot"
213,"used","for"
213,"in","yourself"
213,"this","last"
213,"is","kinda"
213,"everyone","please"
213,"a","loss"
213,"hear","this"
213,"to","dream"
213,"all","times"
213,"having","my"
213,"was","already"
213,"getting","sick"
213,"someone","on"
213,"not","fair"
213,"out","their"
213,"the","8th"
213,"im","really"
213,"to","late"
213,"a","man's"
213,"are","available"
213,"lol","they"
213,"tonight","if"
213,"love","having"
213,"dont","need"
213,"and","eating"
213,"who","makes"
213,"happy","thursday"
213,"this","school"
213,"you","tweeted"
213,"field","trip"
213,"i'd","never"
213,"so","a"
213,"don't","come"
213,"them","from"
213,"code","for"
213,"hard","in"
213,"account","for"
213,"the","pack"
213,"call","them"
213,"day","without"
213,"his","last"
213,"your","doing"
213,"to","dallas"
213,"to","early"
213,"r","so"
213,"and","drive"
213,"me","where"
213,"pretend","to"
213,"good","seeing"
213,"right","when"
213,"a","hater"
213,"becomes","a"
213,"in","return"
213,"talkin","about"
213,"drunk","and"
213,"what","could"
213,"but","are"
213,"i've","read"
213,"anybody","know"
213,"there's","only"
213,"is","we"
213,"my","niece"
213,"coming","over"
213,"they","both"
213,"eu","associates"
213,"associates","programmes"
213,"earn","advertising"
213,"advertising","fees"
213,"amazon.com","amazon.ca"
213,"amazon.ca","amazon.co.uk"
213,"amazon.co.uk","amazon.de"
213,"amazon.de","amazon.fr"
213,"amazon.fr","amazon.it"
213,"amazon.it","and"
213,"and","amazon.es"
213,"amazon.es","certain"
213,"he’s","the"
213,"she","couldn’t"
213,"with","copics"
212,"to","da"
212,"n","roll"
212,"this","so"
212,"day","d"
212,"shit","up"
212,"was","when"
212,"the","challenge"
212,"hurt","me"
212,"a","workout"
212,"back","d"
212,"a","follower"
212,"question","i"
212,"heart","to"
212,"yeah","man"
212,"a","dirty"
212,"so","crazy"
212,"running","out"
212,"my","throat"
212,"at","or"
212,"and","sweet"
212,"and","remember"
212,"missing","you"
212,"a","road"
212,"have","now"
212,"to","wash"
212,"has","arrived"
212,"one","wants"
212,"know","that's"
212,"here","it"
212,"an","apple"
212,"curious","to"
212,"miami","heat"
212,"day","like"
212,"looking","up"
212,"to","smile"
212,"they're","so"
212,"dont","give"
212,"even","be"
212,"store","in"
212,"couldn't","find"
212,"kicks","off"
212,"has","that"
212,"i","turned"
212,"day","too"
212,"door","to"
212,"higher","than"
212,"am","happy"
212,"sleep","now"
212,"get","tickets"
212,"please","and"
212,"p.m","sat"
211,"unfollow","me"
211,"interested","to"
211,"back","is"
211,"are","off"
211,"i","completely"
211,"a","customer"
211,"follow","to"
211,"way","but"
211,"way","down"
211,"back","now"
211,"by","their"
211,"so","we're"
211,"a","wall"
211,"sister","and"
211,"phone","number"
211,"this","yr"
211,"recommend","it"
211,"and","forth"
211,"is","weird"
211,"my","point"
211,"with","every"
211,"can","stay"
211,"not","come"
211,"she","really"
211,"it","keeps"
211,"it","next"
211,"you're","really"
211,"info","about"
211,"time","as"
211,"putting","the"
211,"yelled","at"
211,"and","pick"
211,"r","a"
211,"you","expect"
211,"all","had"
211,"it","love"
211,"book","for"
211,"mad","i"
211,"is","live"
211,"not","with"
211,"the","7th"
211,"by","any"
211,"that","they're"
211,"make","things"
211,"questions","for"
211,"until","next"
211,"and","black"
211,"open","until"
211,"be","what"
211,"guy","to"
211,"be","off"
211,"been","one"
211,"another","reason"
211,"inspired","me"
211,"since","it"
211,"the","result"
211,"heading","home"
211,"sent","a"
211,"stand","by"
211,"on","behalf"
211,"your","post"
211,"played","the"
211,"full","moon"
211,"remember","how"
211,"you","yesterday"
211,"it","he"
211,"apply","to"
211,"donate","to"
211,"see","an"
211,"to","submit"
211,"set","a"
211,"follows","back"
211,"staying","up"
211,"what","we're"
211,"say","i’m"
211,"matheny","said"
211,"jimmy","dimora"
210,"comes","the"
210,"has","always"
210,"i'm","giving"
210,"people","should"
210,"like","really"
210,"you","move"
210,"the","weirdest"
210,"right","by"
210,"woot","woot"
210,"bring","my"
210,"too","d"
210,"a","billion"
210,"is","usually"
210,"my","most"
210,"release","party"
210,"you're","such"
210,"this","town"
210,"the","colts"
210,"house","on"
210,"little","late"
210,"until","he"
210,"rt","can"
210,"someone","tell"
210,"weather","and"
210,"the","run"
210,"center","of"
210,"i'm","late"
210,"#20thingsaboutme","i"
210,"until","then"
210,"our","clients"
210,"thanks","but"
210,"right","for"
210,"a","former"
210,"three","times"
210,"about","right"
210,"our","kids"
210,"looking","out"
210,"my","hometown"
210,"why","why"
210,"use","some"
210,"haha","love"
210,"big","thank"
210,"see","one"
210,"doing","so"
210,"go","outside"
210,"read","and"
210,"gonna","come"
210,"hi","i'm"
210,"is","seriously"
210,"give","to"
210,"early","bird"
210,"be","strong"
210,"the","stairs"
210,"have","thought"
210,"hopefully","it"
210,"after","he"
210,"just","doesn't"
210,"to","time"
210,"drink","a"
210,"wednesday","at"
210,"funny","when"
210,"making","fun"
210,"stop","listening"
210,"mean","so"
210,"send","u"
210,"dont","you"
210,"to","right"
210,"my","foot"
210,"passed","out"
210,"office","today"
210,"while","i’m"
210,"a.m","april"
209,"tix","for"
209,"just","making"
209,"let","this"
209,"we're","glad"
209,"half","way"
209,"whatever","it"
209,"answer","the"
209,"now","we're"
209,"all","get"
209,"her","first"
209,"that","book"
209,"wow","thanks"
209,"yet","you"
209,"yes","that's"
209,"not","watching"
209,"i","couldnt"
209,"gift","for"
209,"in","when"
209,"your","past"
209,"i","should've"
209,"i'm","stuck"
209,"at","church"
209,"u","really"
209,"hope","you'll"
209,"in","nc"
209,"get","hurt"
209,"well","just"
209,"concert","tonight"
209,"looking","fwd"
209,"to","tomorrow"
209,"young","man"
209,"appears","to"
209,"in","twitter"
209,"choice","of"
209,"from","u"
209,"hell","i"
209,"the","action"
209,"ask","your"
209,"always","has"
209,"a","la"
209,"we're","back"
209,"your","service"
209,"you","end"
209,"you","lost"
209,"finding","out"
209,"my","city"
209,"we","hit"
209,"can't","beat"
209,"not","if"
209,"shit","you"
209,"the","french"
209,"you","wont"
209,"baking","dish"
209,"so","i’ve"
209,"the","labour"
209,"mixture","into"
209,"strike","force"
208,"happy","wednesday"
208,"look","to"
208,"book","club"
208,"my","damn"
208,"me","oh"
208,"your","place"
208,"the","joy"
208,"nobody","else"
208,"i","imagine"
208,"about","who"
208,"out","w"
208,"announce","that"
208,"haha","so"
208,"here","the"
208,"so","grateful"
208,"prefer","to"
208,"called","it"
208,"my","stuff"
208,"i'm","moving"
208,"should","you"
208,"beautiful","i"
208,"the","coming"
208,"rely","on"
208,"has","its"
208,"school","with"
208,"awesome","you"
208,"always","fun"
208,"this","damn"
208,"a","well"
208,"the","use"
208,"later","i"
208,"like","watching"
208,"this","long"
208,"go","buy"
208,"man","just"
208,"lol","not"
208,"else","i"
208,"is","less"
208,"my","food"
208,"how","she"
208,"always","will"
208,"i’m","hoping"
208,"i’d","say"
207,"much","just"
207,"me","after"
207,"the","bag"
207,"think","we're"
207,"u","please"
207,"8th","grade"
207,"record","for"
207,"people","not"
207,"woman","is"
207,"on","everything"
207,"again","but"
207,"snow","in"
207,"and","right"
207,"my","neighborhood"
207,"wonderful","time"
207,"late","and"
207,"your","smile"
207,"be","posting"
207,"working","the"
207,"of","choice"
207,"life","on"
207,"best","one"
207,"gonna","love"
207,"forever","and"
207,"eat","at"
207,"be","posted"
207,"were","amazing"
207,"attempting","to"
207,"thing","i'm"
207,"they're","just"
207,"at","new"
