"freq","word_input","word_pred"
30,"office this","morning"
30,"and help","you"
30,"not entirely","sure"
30,"in the","throat"
30,"rt rt","this"
30,"will live","on"
30,"will only","ever"
30,"only ever","be"
30,"then it's","time"
30,"its really","good"
30,"take a","bite"
30,"having problems","with"
30,"missing the","point"
30,"fuck shit","up"
30,"bit of","the"
30,"wonder if","i'll"
30,"just having","fun"
30,"ever be","a"
30,"afraid to","take"
30,"yesterday thanks","for"
30,"call the","cops"
30,"your real","friends"
30,"to many","people"
30,"perhaps we","can"
30,"the support","rt"
30,"you please","give"
30,"was just","an"
30,"opening up","for"
30,"we like","your"
30,"part of","you"
30,"the hospital","with"
30,"this year","if"
30,"mother of","god"
30,"in his","mouth"
30,"i figured","i"
30,"world to","us"
30,"to realize","i"
30,"til next","week"
30,"more valuable","than"
30,"comes with","a"
30,"sure to","make"
30,"to test","out"
30,"love you","will"
30,"awww i","love"
30,"the store","for"
30,"couldn't get","a"
30,"i'm curious","about"
30,"has become","my"
30,"lol i","still"
30,"at hard","rock"
30,"at me","lol"
30,"much is","it"
30,"dyed my","hair"
30,"doing great","work"
30,"of my","money"
30,"so much","they"
30,"the break","room"
30,"i can","hit"
30,"ever thought","of"
30,"a horrible","person"
30,"are doing","good"
30,"kids are","so"
30,"for dinner","with"
30,"are filled","with"
30,"well if","u"
30,"but idk","what"
30,"just to","keep"
30,"big things","are"
30,"it what","you"
30,"follow all","the"
30,"or as","i"
30,"also i","have"
30,"in my","wallet"
30,"let's hope","this"
30,"going to","hold"
30,"of my","fellow"
30,"so how","about"
30,"just saying","i"
30,"dream i","had"
30,"to see","perform"
30,"thing as","too"
30,"going to","la"
30,"talk with","my"
30,"should be","required"
30,"drink a","lot"
30,"to keep","this"
30,"stay on","my"
30,"a long","shot"
30,"long will","you"
30,"back to","florida"
30,"these girls","are"
30,"know what","was"
30,"great year","for"
30,"everyone doing","for"
30,"kind words","i"
30,"hate the","new"
30,"please don't","forget"
30,"glad we","can"
30,"is a","damn"
30,"your pretty","face"
30,"member of","a"
30,"they did","that"
30,"they make","my"
30,"my breath","away"
30,"good thing","is"
30,"who are","doing"
30,"all figured","out"
30,"get addicted","to"
30,"would be","ok"
30,"is a","poor"
30,"to break","in"
30,"rip davy","jones"
30,"if you","#believe"
30,"you #believe","in"
30,"man can't","wait"
30,"today and","everyday"
30,"it's like","an"
30,"in a","music"
30,"we gonna","be"
30,"this is","twitter"
30,"got to","sleep"
30,"all the","pain"
30,"the less","i"
30,"get it","started"
30,"a cold","day"
30,"the girl","from"
30,"role of","the"
30,"the boyz","are"
30,"talking to","each"
30,"here in","seattle"
30,"hit up","my"
30,"omg omg","i"
30,"in a","parking"
30,"i'm just","really"
30,"on his","first"
30,"over the","edge"
30,"use a","little"
30,"would take","me"
30,"well time","to"
30,"with my","beautiful"
30,"these days","and"
30,"weekend off","right"
30,"such a","fan"
30,"the world's","best"
30,"when you","become"
30,"then all","of"
30,"and try","it"
30,"i only","saw"
30,"to increase","your"
30,"i have","plans"
30,"so what","the"
30,"just a","number"
30,"new york","ny"
30,"in on","foursquare"
30,"think that","means"
30,"on repeat","all"
30,"you be","willing"
30,"is going","up"
30,"would really","love"
30,"but they","didn't"
30,"what's up","w"
30,"come for","the"
30,"all for","you"
30,"do anything","in"
30,"mean it's","not"
30,"i already","told"
30,"you are","for"
30,"all my","work"
30,"this year","was"
30,"sure if","that's"
30,"#ff to","some"
30,"for your","health"
30,"was the","name"
30,"hear all","the"
30,"this just","made"
30,"in the","context"
30,"same-sex couples","should"
30,"boys to","the"
30,"damn i","want"
30,"sure you","could"
30,"but he's","still"
30,"a treat","to"
30,"hours swing","by"
30,"get austin","mahone"
30,"huge part","of"
30,"how to","throw"
30,"im just","not"
30,"album coming","out"
30,"little piece","of"
30,"an alternative","to"
30,"there used","to"
30,"much rather","be"
30,"check out","one"
30,"look him","up"
30,"how to","respond"
30,"we are","pretty"
30,"its a","big"
30,"you gotta","have"
30,"dreams are","made"
30,"is bound","to"
30,"of them","as"
30,"tired and","i"
30,"nothing to","worry"
30,"right now","please"
30,"have no","respect"
30,"you have","someone"
30,"by a","lot"
30,"right in","my"
30,"you can","wear"
30,"you want","if"
30,"last week","we"
30,"way to","ruin"
30,"you let","it"
30,"throw it","in"
30,"money is","on"
30,"it will","probably"
30,"during rush","hour"
30,"until he","gets"
30,"on the","third"
30,"do is","watch"
30,"any questions","or"
30,"video of","a"
30,"over the","head"
30,"when my","brother"
30,"cool i","like"
30,"not measured","by"
30,"wait is","that"
30,"can't have","it"
30,"wrong that","i"
30,"no just","no"
30,"much time","in"
30,"right now","a"
30,"read it","yet"
30,"you can","easily"
30,"that moment","you"
30,"sleeping in","the"
30,"do my","own"
30,"here and","i'm"
30,"yes sir","i"
30,"miss this","show"
30,"lmao i","was"
30,"today are","you"
30,"a cold","beer"
30,"waiting in","the"
30,"i made","some"
30,"looked in","the"
30,"cannot believe","i"
30,"really good","and"
30,"going straight","to"
30,"it be","so"
30,"i'm not","sorry"
30,"so hit","me"
30,"app for","iphone"
30,"whats good","bro"
30,"hope today","is"
30,"waiting for","our"
30,"from my","first"
30,"makes fun","of"
30,"when should","i"
30,"stars reviews","by"
30,"that every","day"
30,"worth your","time"
30,"apart from","the"
30,"this i","don't"
30,"trying to","forget"
30,"to talk","and"
30,"one person","in"
30,"i guess","is"
30,"our website","at"
30,"want to","scream"
30,"who goes","to"
30,"following follow","back"
30,"to walk","out"
30,"be held","in"
30,"but she","doesn't"
30,"is a","nightmare"
30,"so me","and"
30,"read the","hunger"
30,"that i","said"
30,"at the","back"
30,"also have","the"
30,"didn't have","my"
30,"just watching","the"
30,"that's a","really"
30,"i'm sure","of"
30,"now talking","about"
30,"a grand","slam"
30,"i actually","just"
30,"late on","the"
30,"thank you","soo"
30,"and a","beautiful"
30,"ever after","did"
30,"it's the","perfect"
30,"about to","turn"
30,"much like","a"
30,"on my","account"
30,"i dont","follow"
30,"try to","bring"
30,"class last","night"
30,"the end","but"
30,"been moved","to"
30,"for following","our"
30,"at the","united"
30,"you don't","mean"
30,"we leave","for"
30,"deal with","them"
30,"divorce child","support"
30,"than going","to"
30,"each day","is"
30,"the opening","night"
30,"you take","my"
30,"what's good","fam"
30,"happy birthday","kimberly"
30,"come and","check"
30,"on facebook","twitter"
30,"week i","think"
30,"school this","week"
30,"and are","going"
30,"to take","pics"
30,"wait till","this"
30,"on i","have"
30,"did not","do"
30,"and after","the"
30,"say that","but"
30,"and beat","the"
30,"you must","keep"
30,"what they","said"
30,"her right","now"
30,"knock it","off"
30,"when your","heart"
30,"the only","man"
30,"give you","more"
30,"come on","up"
30,"we ended","up"
30,"you know","exactly"
30,"to teach","my"
30,"a bloody","mary"
30,"san diego","to"
30,"good things","in"
30,"applied for","a"
30,"thought for","sure"
30,"is true","but"
30,"and my","hair"
30,"by a","great"
30,"you feel","a"
30,"out with","that"
30,"close to","your"
30,"forward to","attending"
30,"my favorite","players"
30,"hey i've","been"
30,"hope that","helps"
30,"judging by","the"
30,"i'm definitely","going"
30,"on your","car"
30,"sure how","much"
30,"haha i","knew"
30,"i can't","lie"
30,"lol good","one"
30,"happy april","fools"
30,"text you","when"
30,"the story","and"
30,"changes to","the"
30,"good day","with"
30,"make a","statement"
30,"to get","outside"
30,"was inspired","by"
30,"made the","mistake"
30,"excited to","show"
30,"on xbox","live"
30,"about time","we"
30,"the end","the"
30,"was just","too"
30,"today do","you"
30,"you got","one"
30,"cold in","my"
30,"rest of","them"
30,"amazed by","the"
30,"you're in","for"
30,"it i","wanna"
30,"giving it","to"
30,"my math","class"
30,"me ur","email"
30,"sure what","it"
30,"bring me","the"
30,"off the","week"
30,"year i","hope"
30,"to be","patient"
30,"for the","band"
30,"on you","i"
30,"but only","for"
30,"love does","not"
30,"found on","the"
30,"your hair","and"
30,"do u","guys"
30,"my life","by"
30,"can make","some"
30,"the retweet","i"
30,"to do","them"
30,"i know","they're"
30,"but most","importantly"
30,"last longer","than"
30,"success comes","before"
30,"comes before","work"
30,"on our","show"
30,"before i","start"
30,"ruined my","day"
30,"i think","more"
30,"just got","another"
30,"get here","fast"
30,"a hot","guy"
30,"was really","fun"
30,"the anticipation","is"
30,"the single","most"
30,"at barnes","noble"
30,"oh and","i'm"
30,"i'm in","such"
30,"oh well","i'll"
30,"it again","in"
30,"said to","the"
30,"going to","miami"
30,"of your","home"
30,"to brush","up"
30,"can be","one"
30,"bought my","ticket"
30,"to shut","it"
30,"to be","fired"
30,"what you","doin"
30,"bad i'm","not"
30,"for a","spot"
30,"you ever","go"
30,"pretty much","everything"
30,"you i","got"
30,"wait for","new"
30,"we'll all","be"
30,"he came","out"
30,"a good","neighbor"
30,"i picked","the"
30,"figuring out","what"
30,"to submit","your"
30,"results of","the"
30,"and safe","travels"
30,"a good","amount"
30,"example of","the"
30,"given to","you"
30,"don't cry","because"
30,"welcome for","the"
30,"is that","when"
30,"get close","to"
30,"live in","miami"
30,"get a","deal"
30,"is so","so"
30,"the 3rd","floor"
30,"through so","much"
30,"i'm all","over"
30,"me no","matter"
30,"more time","and"
30,"some reason","my"
30,"the next","people"
30,"who follows","me"
30,"thing to","me"
30,"you think","you'll"
30,"yes i","believe"
30,"will be","well"
30,"time i've","seen"
30,"see and","i"
30,"to bring","them"
30,"into my","room"
30,"also on","the"
30,"to followers","by"
30,"love song","i'll"
30,"know a","guy"
30,"people to","see"
30,"harder than","it"
30,"to work","again"
30,"the air","on"
30,"you can't","really"
30,"but what","can"
30,"follow me","it's"
30,"help us","help"
30,"a grown","up"
30,"always do","that"
30,"for the","heads-up"
30,"world needs","more"
30,"should go","for"
30,"of work","i"
30,"heard you","on"
30,"getting lots","of"
30,"that to","a"
30,"going to","move"
30,"go grocery","shopping"
30,"and move","to"
30,"and come","out"
30,"the little","guy"
30,"still interested","in"
30,"to be","if"
30,"an hour","long"
30,"moment where","you"
30,"im so","sad"
30,"appreciate the","mention"
30,"talk about","her"
30,"b a","good"
30,"the time","change"
30,"right now","get"
30,"this if","you're"
30,"twitter i","have"
30,"just submitted","my"
30,"friends on","the"
30,"a free","sample"
30,"if it","would"
30,"will catch","up"
30,"learning from","the"
30,"for bringing","me"
30,"a packer","fan"
30,"is this","friday"
30,"following each","other"
30,"anyone who","doesn't"
30,"reading your","book"
30,"may be","right"
30,"i get","married"
30,"u can","come"
30,"not to","miss"
30,"the bases","loaded"
30,"it as","the"
30,"falling for","you"
30,"big to","fail"
30,"you for","you"
30,"my klout","score"
30,"with me","now"
30,"up some","of"
30,"wait i","thought"
30,"would make","an"
30,"it's my","job"
30,"my man","i"
30,"do is","sit"
30,"i say","a"
30,"you show","up"
30,"i should","give"
30,"you see","is"
30,"more to","follow"
30,"a job","you"
30,"it the","more"
30,"get up","on"
30,"on this","project"
30,"i'll settle","for"
30,"didn't think","that"
30,"if i","weren't"
30,"the market","manipulators"
30,"for the","truth"
30,"in all","that"
30,"fuck that","shit"
30,"are two","ways"
30,"want to","love"
30,"so i","told"
30,"out of","college"
30,"lot of","you"
30,"moment of","the"
30,"the place","is"
30,"for you","two"
30,"a little","work"
30,"i like","watching"
30,"still have","an"
30,"how it","would"
30,"isn't about","finding"
30,"seems like","we"
30,"things you","have"
30,"invite me","to"
30,"compare to","the"
30,"an idea","of"
30,"thinks i'm","a"
30,"you can","meet"
30,"you before","i"
30,"u will","b"
30,"on sale","tomorrow"
30,"and i","shall"
30,"to be","tough"
30,"my mother","and"
30,"all the","others"
30,"rt the","most"
30,"down the","middle"
30,"of the","decade"
30,"keep my","head"
30,"the time","this"
30,"get out","early"
30,"was sold","out"
30,"day at","my"
30,"the past","i"
30,"on facebook","is"
30,"there is","never"
30,"what it","used"
30,"me if","he"
30,"for a","shoot"
30,"happy for","her"
30,"to him","for"
30,"death in","the"
30,"the press","box"
30,"not exactly","sure"
30,"to see","but"
30,"i dunno","if"
30,"well but","i"
30,"have decided","that"
30,"of the","sudden"
30,"when it's","a"
30,"all respect","for"
30,"the test","of"
30,"how many","are"
30,"fuck the","world"
30,"to and","everyone"
30,"said this","is"
30,"now how","about"
30,"of me","so"
30,"just come","out"
30,"u very","much"
30,"morning so","i"
30,"of the","caribbean"
30,"sorry i","hope"
30,"i'm losing","my"
30,"to say","lol"
30,"shouldn't be","allowed"
30,"rt happy","mother's"
30,"sleep good","night"
30,"think outside","the"
30,"but we","just"
30,"show off","your"
30,"the last","min"
30,"is the","largest"
30,"that's so","nice"
30,"a good","combo"
30,"to stay","for"
30,"get outta","my"
30,"i'll follow","u"
30,"will look","forward"
30,"a session","on"
30,"i recommend","the"
30,"a time","out"
30,"from my","school"
30,"bring you","a"
30,"on sale","today"
30,"but i've","seen"
30,"out the","lights"
30,"the will","of"
30,"and now","back"
30,"a little","off"
30,"just cause","you"
30,"quit my","job"
30,"chance to","go"
30,"the cutest","guy"
30,"the last","part"
30,"even if","your"
30,"do in","a"
30,"will be","celebrating"
30,"not on","a"
30,"seattle tour","#bring1dtoseattle"
30,"you make","them"
30,"today if","i"
30,"it's a","problem"
30,"lady gaga","is"
30,"make this","day"
30,"yourself if","you"
30,"forget to","use"
30,"start tweeting","more"
30,"thanks new","followers"
30,"see it","when"
30,"the right","answer"
30,"the whole","damn"
30,"bad for","my"
30,"like a","hot"
30,"you could","give"
30,"for your","feedback"
30,"most amazing","person"
30,"have mercy","on"
30,"within the","hour"
30,"ok sounds","good"
30,"in my","blood"
30,"i already","follow"
30,"the last","four"
30,"they're the","best"
30,"out in","your"
30,"are a","must"
30,"sending me","a"
30,"i'll post","it"
30,"which means","it's"
30,"chicago for","the"
30,"new job","and"
30,"damned if","i"
30,"of my","dad"
30,"is a","top"
30,"you know","to"
30,"a long","line"
30,"either of","them"
30,"be a","challenge"
30,"wait to","use"
30,"away from","her"
30,"i finished","the"
30,"good luck","charlie"
30,"least it","wasn't"
30,"in all","honesty"
30,"this week","if"
30,"have a","perfect"
30,"have been","for"
30,"trailer for","the"
30,"on twitter","because"
30,"you have","what"
30,"i want","but"
30,"who was","it"
30,"this year","it's"
30,"#20thingsaboutme i","love"
30,"haven't seen","my"
30,"use of","social"
30,"lay down","and"
30,"phone has","been"
30,"laugh at","you"
30,"you start","a"
30,"help with","anything"
30,"on the","guest"
30,"heading to","work"
30,"will focus","on"
30,"to move","into"
30,"for the","afternoon"
30,"only need","to"
30,"long night","of"
30,"crazy to","think"
30,"up to","watch"
30,"did u","make"
30,"world peace","is"
30,"i think","ill"
30,"girl next","to"
30,"it's all","a"
30,"my desk","and"
30,"to meet","all"
30,"i worked","for"
30,"next year","i'll"
30,"an expert","in"
30,"an expert","on"
30,"they do","i"
30,"always have","my"
30,"im gonna","try"
30,"love my","best"
30,"miss you","hope"
30,"waiting for","something"
30,"you do","now"
30,"first visit","to"
30,"makes a","big"
30,"wanna wake","up"
30,"write a","blog"
30,"did you","give"
30,"it in","an"
30,"you hang","out"
30,"mentions and","rts"
30,"each other","out"
30,"pointed out","that"
30,"in my","career"
30,"those who","were"
30,"the red","cross"
30,"a big","mac"
30,"all go","to"
30,"days like","these"
30,"after listening","to"
30,"the video","on"
30,"s o","and"
30,"with a","high"
30,"feels like","my"
30,"people go","to"
30,"an open","house"
30,"ugh i","wish"
30,"about to","pass"
30,"i deleted","my"
30,"i completely","forgot"
30,"school in","a"
30,"tomorrow night","is"
30,"to make","of"
30,"on tune","in"
30,"were born","in"
30,"a thing","that"
30,"a hug","from"
30,"catch up","and"
30,"not even","worth"
30,"must have","had"
30,"is mother's","day"
30,"you learn","from"
30,"a call","and"
30,"and it'll","be"
30,"it'll be","the"
30,"in the","nl"
30,"be going","on"
30,"tweet me","iloveyou"
30,"stay posted","for"
30,"a hour","drive"
30,"first drink","is"
30,"to your","updates"
30,"to bring","some"
30,"its been","too"
30,"a smile","to"
30,"you can't","expect"
30,"this new","year"
30,"decide whether","to"
30,"this evening","with"
30,"a few","hrs"
30,"fell asleep","at"
30,"both so","much"
30,"ignorance is","bliss"
30,"good job","guys"
30,"every time","it"
30,"my time","to"
30,"the street","in"
30,"i just","witnessed"
30,"sometime next","week"
30,"had to","watch"
30,"when i'm","drunk"
30,"the ones","with"
30,"i can","love"
30,"falling from","the"
30,"it is","actually"
30,"can get","up"
30,"keep you","up"
30,"strength of","the"
30,"#someday will","follow"
30,"in the","shape"
30,"you better","than"
30,"damn i","forgot"
30,"thanks me","too"
30,"to kiss","you"
30,"only got","a"
30,"dont have","time"
30,"you now","have"
30,"with out","you"
30,"lot to","learn"
30,"to pass","it"
30,"life no","matter"
30,"nothing to","eat"
30,"i would","expect"
30,"want to","date"
30,"sad to","leave"
30,"read your","blog"
30,"on the","lips"
30,"we have","them"
30,"just not","enough"
30,"of all","ages"
30,"would be","at"
30,"create their","own"
30,"yea i","guess"
30,"what you","learn"
30,"does not","look"
30,"is most","likely"
30,"anything wrong","with"
30,"radio show","on"
30,"are you","familiar"
30,"before i","hit"
30,"us for","an"
30,"looks like","some"
30,"guilty as","charged"
30,"gets you","a"
30,"i'm able","to"
30,"who said","i"
30,"please rt","this"
30,"the politics","of"
30,"to love","that"
30,"ya have","a"
30,"she could","be"
30,"in touch","w"
30,"for a","large"
30,"high school","for"
30,"worst feeling","ever"
30,"for a","single"
30,"i do","everything"
30,"down the","line"
30,"why i","stopped"
30,"who can","lay"
30,"can lay","a"
30,"lay a","firm"
30,"a firm","foundation"
30,"with the","bricks"
30,"to work","as"
30,"will def","be"
30,"what will","i"
30,"you didn't","like"
30,"as the","last"
30,"and now","he's"
30,"the big","blue"
30,"for an","easy"
30,"in touch","and"
30,"show i","have"
30,"slept all","day"
30,"you see","her"
30,"out to","celebrate"
30,"will get","u"
30,"some really","cool"
30,"i knew","about"
30,"they don't","call"
30,"needed to","know"
30,"all and","i"
30,"i am","shocked"
30,"that we'll","be"
30,"for the","festival"
30,"boyfriend and","i"
30,"way too","young"
30,"can’t wait","to"
30,"happy birthday","thanks"
30,"and im","going"
30,"you come","visit"
30,"and now","this"
30,"i wouldn't","trade"
30,"life of","me"
30,"for their","first"
30,"i am","this"
30,"i'm so","done"
30,"are at","a"
30,"i thought","a"
30,"your favorite","music"
30,"my first","name"
30,"go big","or"
30,"a job","is"
30,"big game","tonight"
30,"days left","in"
30,"great weekend","of"
30,"i hear","my"
30,"it turns","into"
30,"see you","sunday"
30,"and the","gang"
30,"end up","where"
30,"and everything","you"
30,"the party","started"
30,"be that","bad"
30,"it's degrees","in"
30,"forced to","watch"
30,"the worst","but"
30,"on your","book"
30,"my new","year's"
30,"for liking","my"
30,"your eyes","off"
30,"this thanks","for"
30,"dream it","you"
30,"for the","cause"
30,"if a","woman"
30,"up to","speed"
30,"are tired","of"
30,"the dallas","cowboys"
30,"the world","may"
30,"thought today","was"
30,"having a","beer"
30,"our last","day"
30,"right to","the"
30,"to connect","and"
30,"he made","a"
30,"is love","and"
30,"is staring","at"
30,"has done","it"
30,"the men","of"
30,"still love","me"
30,"and i","aint"
30,"if interested","in"
30,"thought they","would"
30,"so good","that"
30,"open for","our"
30,"guys are","really"
30,"made all","the"
30,"to remember","what"
30,"get it","up"
30,"on twitter","who"
30,"were here","to"
30,"with a","bit"
30,"so many","others"
30,"believe in","it"
30,"majority of","my"
30,"that explains","it"
30,"#rt if","you"
30,"out on","dvd"
30,"but still","not"
30,"they came","out"
30,"other in","the"
30,"it a","go"
30,"you think","my"
30,"very proud","to"
30,"end the","week"
30,"early this","year"
30,"of like","a"
30,"twitter i","just"
30,"life is","going"
30,"do you","read"
30,"me to","think"
30,"he is","out"
30,"the evening","with"
30,"for fear","of"
30,"it they","will"
30,"here in","denver"
30,"of all","evil"
30,"made into","a"
30,"my soul","to"
30,"me when","the"
30,"the job","i"
30,"there's lots","of"
30,"in today","to"
30,"so they","are"
30,"thank you","new"
30,"so long","and"
30,"watched the","video"
30,"about you","all"
30,"it was","as"
30,"i was","almost"
30,"the drive","to"
30,"i am","alive"
30,"doing these","days"
30,"all the","ppl"
30,"this day","just"
30,"for your","future"
30,"personally i","think"
30,"and thank","god"
30,"nice enough","to"
30,"bit too","much"
30,"i don't","expect"
30,"we believe","that"
30,"on his","birthday"
30,"you later","today"
30,"in the","food"
30,"to send","that"
30,"ask you","for"
30,"you a","pic"
30,"tonight you","can"
30,"to tie","it"
30,"another sunny","day"
30,"really give","a"
30,"that works","out"
30,"up i","know"
30,"in your","body"
30,"room with","a"
30,"out and","show"
30,"and show","your"
30,"lot of","those"
30,"second of","it"
30,"just spoke","to"
30,"okay if","you"
30,"can't stop","smiling"
30,"it into","my"
30,"dressed up","as"
30,"always told","me"
30,"hope there","is"
30,"the boy","who"
30,"i'm not","i"
30,"like i","won't"
30,"giving it","a"
30,"all the","artists"
30,"my office","and"
30,"love it","lol"
30,"did you","change"
30,"is the","story"
30,"it's out","of"
30,"pretty close","to"
30,"come out","at"
30,"need him","to"
30,"and we","miss"
30,"so true","but"
30,"than the","sun"
30,"of fun","with"
30,"the nice","weather"
30,"so many","tweets"
30,"yeah that's","the"
30,"u r","going"
30,"haha that's","what"
30,"on each","other"
30,"when you","gonna"
30,"follow dm","me"
30,"status if","you"
30,"the measure","of"
30,"she needs","more"
30,"i be","your"
30,"wanna watch","the"
30,"damn i","feel"
30,"if i'm","the"
30,"my hands","and"
30,"you can","improve"
30,"more you","know"
30,"and what","the"
30,"got to","give"
30,"work of","the"
30,"to run","with"
30,"on that","team"
30,"of the","business"
30,"rt the","next"
30,"my real","friends"
30,"anniversary to","my"
30,"you took","a"
30,"wonder why","the"
30,"supposed to","make"
30,"not far","from"
30,"love u","i"
30,"it to","win"
30,"i used","a"
30,"is stronger","than"
30,"album comes","out"
30,"is as","bad"
30,"away from","all"
30,"some free","time"
30,"go from","there"
30,"think i'm","addicted"
30,"was more","like"
30,"who have","to"
30,"i take","you"
30,"they can","go"
30,"is it","cool"
30,"it wont","be"
30,"cleaning out","my"
30,"it out","rt"
30,"kids to","the"
30,"has a","show"
30,"at least","years"
30,"already had","a"
30,"sure wish","i"
30,"was my","pleasure"
30,"study for","the"
30,"to follow","to"
30,"like the","rain"
30,"sunday is","the"
30,"before the","season"
30,"know why","it"
30,"has some","good"
30,"the harder","i"
30,"so sad","for"
30,"conquer the","world"
30,"so many","questions"
30,"what's up","how"
30,"has officially","begun"
30,"cut back","on"
30,"wait a","few"
30,"myself that","i"
30,"die if","you"
30,"lately i've","been"
30,"come up","in"
30,"me a","hug"
30,"right it","is"
30,"told me","my"
30,"ya on","that"
30,"biggest pet","peeve"
30,"so i'm","a"
30,"if you","write"
30,"to the","weather"
30,"one to","know"
30,"he got","it"
30,"that has","ever"
30,"enough time","in"
30,"and forget","about"
30,"because he","wants"
30,"it breaks","my"
30,"would be","even"
30,"end of","time"
30,"on the","rest"
30,"you should","bring"
30,"in the","tournament"
30,"stand for","something"
30,"to benefit","the"
30,"one is","on"
30,"was there","i"
30,"keep him","in"
30,"going to","pass"
30,"i seen","a"
30,"like you","too"
30,"say i","do"
30,"i heard","from"
30,"the day","he"
30,"on the","regular"
30,"you all","on"
30,"yes please","do"
30,"don't come","back"
30,"a few","hundred"
30,"in oklahoma","city"
30,"you manage","to"
30,"today and","a"
30,"to teach","the"
30,"fell asleep","in"
30,"purpose in","life"
30,"to be","fixed"
30,"u see","me"
30,"at you","like"
30,"when you","finish"
30,"will be","tough"
30,"to stop","thinking"
30,"a master","of"
30,"he knows","what"
30,"missed the","bus"
30,"in the","arts"
30,"my new","hero"
30,"about it","it"
30,"see my","boy"
30,"do some","people"
30,"day is","tomorrow"
30,"almost the","same"
30,"you too","how"
30,"invite to","the"
30,"came back","and"
30,"not only","for"
30,"as a","sign"
30,"do they","think"
30,"mom is","making"
30,"you forget","to"
30,"god i","don't"
30,"a terrible","idea"
30,"the park","and"
30,"retweet for","a"
30,"so i","say"
30,"don't click","on"
30,"me is","my"
30,"there's a","fine"
30,"did you","write"
30,"and will","make"
30,"one word","to"
30,"had to","move"
30,"back so","many"
30,"enough to","let"
30,"just get","to"
30,"of the","major"
30,"first i","was"
30,"idk what","i"
30,"dont miss","out"
30,"with the","california"
30,"the california","express"
30,"california express","vip"
30,"express vip","card"
30,"late to","class"
30,"today's gonna","be"
30,"on a","tour"
30,"from the","mall"
30,"i won't","do"
30,"and be","loved"
30,"only get","to"
30,"everything i","wanted"
30,"at with","the"
30,"the sight","of"
30,"get caught","in"
30,"give up","a"
30,"he's about","to"
30,"fun night","with"
30,"have a","test"
30,"someone is","saying"
30,"of america","is"
30,"a good","relationship"
30,"yes rt","i"
30,"it pisses","me"
30,"title of","the"
30,"everyone we","are"
30,"don't fall","asleep"
30,"was also","a"
30,"miles on","the"
30,"a fun","way"
30,"lord your","god"
30,"be of","assistance"
30,"let it","out"
30,"#hillerhelps in","#collaborativelaw"
30,"i know","no"
30,"paint my","nails"
30,"you dont","get"
30,"disappointed by","the"
30,"years ago","we"
30,"tune in","tonight"
30,"should have","more"
30,"out how","much"
30,"down if","you"
30,"the on","the"
30,"it's all","for"
30,"games this","weekend"
30,"crack of","dawn"
30,"with it","is"
30,"thank you","thanks"
30,"i wasn't","the"
30,"love her","i"
30,"of the","young"
30,"the new","school"
30,"the will","be"
30,"off your","purchase"
30,"allow yourself","to"
30,"a book","signing"
30,"makes me","hungry"
30,"time for","it"
30,"i will","ask"
30,"how you","spell"
30,"who voted","for"
30,"told you","about"
30,"then there","are"
30,"about starting","a"
30,"must come","to"
30,"jealous right","now"
30,"sometimes i","can't"
30,"reading your","blog"
30,"none at","all"
30,"try it","with"
30,"are u","talking"
30,"excited for","some"
30,"any chance","we"
30,"still in","a"
30,"get ready","and"
30,"i have","big"
30,"in your","sleep"
30,"you guys","all"
30,"than we","do"
30,"about me","is"
30,"you keep","up"
30,"information on","the"
30,"me rt","i"
30,"us back","to"
30,"is necessary","to"
30,"their new","album"
30,"seems like","every"
30,"i haven't","played"
30,"it's a","start"
30,"can get","there"
30,"come to","miami"
30,"i dnt","know"
30,"you about","my"
30,"you where","are"
30,"for the","list"
30,"at my","door"
30,"minutes into","the"
30,"don't even","try"
30,"fact that","it's"
30,"like the","word"
30,"things about","it"
30,"doing all","the"
30,"we cant","wait"
30,"beautiful day","outside"
30,"be greater","than"
30,"wonder if","people"
30,"bro i","got"
30,"from the","beach"
30,"fuck a","bitch"
30,"your time","on"
30,"a coupon","for"
30,"something that","makes"
30,"were you","thinking"
30,"everyone is","getting"
30,"only thing","i'm"
30,"doing with","my"
30,"rt tomorrow","is"
30,"show this","saturday"
30,"crazy enough","to"
30,"in learning","more"
30,"be put","on"
30,"now she","is"
30,"rt the","first"
30,"that's a","long"
30,"i agree","he"
30,"that's what","u"
30,"for such","an"
30,"guess i'm","a"
30,"im the","one"
30,"jobs jobs","jobs"
30,"you to","tweet"
30,"there are","those"
30,"im a","huge"
30,"name is","not"
30,"know this","but"
30,"me some","food"
30,"too excited","about"
30,"as if","there"
30,"not be","there"
30,"work on","getting"
30,"come out","the"
30,"is the","wrong"
30,"is feeling","better"
30,"i'm a","happy"
30,"have a","concert"
30,"if so","i'm"
30,"wow that","sounds"
30,"much better","today"
30,"up to","and"
30,"as pretty","as"
30,"for an","old"
30,"know me","you"
30,"for being","here"
30,"say i","think"
30,"i just","knew"
30,"hey how","about"
30,"should have","come"
30,"the best","news"
30,"i'm feeling","the"
30,"there are","not"
30,"didn't have","time"
30,"first tweet","from"
30,"the score","of"
30,"i think","his"
30,"at that","age"
30,"in now","to"
30,"things i","can't"
30,"you like","him"
30,"who is","watching"
30,"be a","sign"
30,"but happy","birthday"
30,"best player","on"
30,"also i","love"
30,"like the","whole"
30,"to steal","your"
30,"was like","omg"
30,"funny how","i"
30,"if you","won't"
30,"post highlight","tapes"
30,"day is","great"
30,"dm me","please"
30,"a good","move"
30,"in the","title"
