"freq","word_input","word_pred"
142,"and me","both"
142,"you have","one"
142,"as i","was"
142,"is a","gift"
142,"for another","day"
142,"come back","soon"
142,"to be","alive"
142,"someone tell","me"
142,"now that","the"
142,"this would","be"
142,"know you","want"
142,"doing what","you"
142,"reason why","i"
142,"and i","miss"
142,"a fun","day"
142,"old are","you"
142,"today thank","you"
142,"like that","i"
142,"the sky","is"
142,"get all","the"
142,"is so","true"
142,"of time","to"
142,"if you","come"
142,"listen to","your"
142,"to be","fun"
142,"the meaning","of"
142,"this day","is"
142,"wishing i","was"
142,"rt if","i"
142,"much as","you"
142,"if they","have"
142,"of course","it"
142,"that i","haven’t"
142,"not return","a"
142,"louis public","schools"
142,"to p.m","monday"
141,"you on","your"
141,"i second","that"
141,"so long","to"
141,"make it","in"
141,"nice to","hear"
141,"about to","do"
141,"marketwatch press","release"
141,"memorial day","weekend"
141,"anyone going","to"
141,"don't you","just"
141,"the land","of"
141,"i can't","say"
141,"to speak","to"
141,"the past","years"
141,"for spring","break"
141,"missing out","on"
141,"go to","your"
141,"it hard","to"
141,"out to","see"
141,"think i","like"
141,"sitting in","a"
141,"it's better","to"
141,"going to","play"
141,"for the","late"
141,"i could","really"
141,"now we","are"
141,"up on","me"
141,"to take","over"
141,"would love","a"
141,"it look","like"
141,"the edge","of"
141,"the day","to"
141,"to me","lol"
141,"as hard","as"
141,"on the","tv"
141,"to be","amazing"
141,"chance to","see"
141,"on a","roll"
141,"come and","get"
141,"i can","dm"
141,"love your","new"
141,"you know","what's"
141,"was a","fun"
141,"off in","the"
141,"my little","sister"
141,"should i","go"
141,"for the","help"
141,"and got","a"
141,"anything to","do"
141,"would be","fun"
141,"at me","and"
141,"i've been","a"
141,"be the","death"
141,"call of","duty"
141,"what an","awesome"
141,"for the","kids"
141,"need is","a"
141,"to find","my"
141,"is working","on"
141,"im not","a"
141,"love to","chat"
141,"do all","the"
141,"meeting you","at"
141,"are killing","me"
141,"rt s","o"
141,"former cuyahoga","county"
141,"trenton gov","chris"
141,"or per","share"
140,"around the","house"
140,"that you","know"
140,"days in","a"
140,"this weekend","is"
140,"but i'm","a"
140,"with a","lot"
140,"a friend","who"
140,"on the","board"
140,"on the","top"
140,"waking up","at"
140,"it will","happen"
140,"oh i","see"
140,"to act","like"
140,"for helping","us"
140,"and they","were"
140,"by and","see"
140,"still want","to"
140,"if any","of"
140,"in the","eye"
140,"i'm obsessed","with"
140,"day here","in"
140,"always have","to"
140,"i'm just","not"
140,"will go","to"
140,"a few","people"
140,"that a","lot"
140,"get off","your"
140,"follow me","d"
140,"didn't make","it"
140,"a good","book"
140,"you will","love"
140,"like you","have"
140,"goes to","the"
140,"thankful for","the"
140,"for dinner","tonight"
140,"need your","help"
140,"come check","us"
140,"i cried","when"
140,"rt looking","forward"
140,"in other","words"
140,"do you","go"
140,"having a","bad"
140,"i bet","it"
140,"interested in","the"
140,"is really","good"
140,"be proud","of"
140,"starting to","think"
140,"trying to","go"
140,"have a","couple"
140,"is an","awesome"
140,"a video","of"
140,"to win","this"
140,"a new","car"
140,"more days","of"
140,"have been","there"
140,"this year","is"
140,"matter of","time"
140,"for the","world"
140,"all my","heart"
140,"time to","hit"
140,"i feel","that"
140,"what you","see"
140,"when you","start"
140,"that's what","we"
140,"of me","and"
140,"tell me","to"
140,"so i","had"
140,"this is","awesome"
140,"is that","what"
140,"really wanted","to"
140,"a baking","sheet"
140,"two hits","and"
140,"of st","charles"
139,"way too","long"
139,"for that","one"
139,"and i'm","so"
139,"good to","meet"
139,"to give","away"
139,"about to","head"
139,"i believe","it"
139,"you in","person"
139,"this week","to"
139,"so much","we"
139,"be back","soon"
139,"won't have","to"
139,"having a","hard"
139,"is still","in"
139,"you can","call"
139,"is your","day"
139,"so happy","that"
139,"keep it","going"
139,"wow that","is"
139,"that as","a"
139,"at least","i'm"
139,"she follows","back"
139,"big bang","theory"
139,"if we","are"
139,"be done","with"
139,"can get","you"
139,"get the","best"
139,"over a","year"
139,"at all","i"
139,"you are","still"
139,"had a","really"
139,"and find","out"
139,"you for","making"
139,"on twitter","in"
139,"that's what","she"
139,"has always","been"
139,"other than","that"
139,"i love","seeing"
139,"i love","ur"
139,"im so","happy"
139,"pretty much","the"
139,"word on","the"
139,"it i","don't"
139,"me i","know"
139,"but we","will"
139,"you have","fun"
139,"last few","days"
139,"when i'm","in"
139,"yes i","love"
139,"if u","wanna"
139,"except for","the"
139,"make it","up"
139,"for your","next"
139,"can you","be"
139,"all the","love"
139,"in the","streets"
139,"from the","past"
139,"your plans","for"
139,"too good","to"
139,"it a","try"
139,"birthday to","you"
139,"along with","the"
139,"and you","get"
139,"no way","i"
139,"someone who","is"
139,"wants to","do"
139,"follow she","is"
139,"picked up","a"
139,"for my","mom"
139,"it is","and"
139,"i don’t","mean"
139,"louis county","police"
139,"christie said","he"
139,"said she","and"
138,"for a","quick"
138,"listening to","some"
138,"i call","it"
138,"the right","way"
138,"wondering if","you"
138,"of the","lord"
138,"i find","the"
138,"to wait","until"
138,"him on","the"
138,"pissing me","off"
138,"love you","you"
138,"day with","a"
138,"to step","up"
138,"bottle of","wine"
138,"you guys","in"
138,"to the","club"
138,"you in","your"
138,"night in","the"
138,"at the","event"
138,"the whole","day"
138,"we go","to"
138,"to watch","this"
138,"so far","this"
138,"you do","when"
138,"you read","the"
138,"look in","the"
138,"you love","them"
138,"no way","to"
138,"in the","corner"
138,"in the","3rd"
138,"deal with","it"
138,"yet but","i"
138,"once upon","a"
138,"many people","are"
138,"get the","word"
138,"have you","had"
138,"on a","mission"
138,"is not","about"
138,"this movie","is"
138,"thing i've","ever"
138,"i can","use"
138,"it's never","too"
138,"to sit","down"
138,"an episode","of"
138,"at least","they"
138,"u in","the"
138,"you see","it"
138,"go back","and"
138,"as opposed","to"
138,"can you","believe"
138,"i get","an"
138,"where i","live"
138,"you want","the"
138,"learned a","lot"
138,"single one","of"
138,"how could","i"
138,"never want","to"
138,"feel the","need"
138,"forward to","my"
138,"i've got","to"
138,"again this","year"
138,"know it's","a"
138,"the street","from"
138,"like it","i"
138,"so do","you"
138,"where to","go"
138,"join us","on"
138,"she needs","to"
138,"not sure","yet"
138,"can we","do"
138,"have to","buy"
138,"everyone else","is"
138,"just tell","me"
138,"and i","couldn’t"
138,"remove from","heat"
138,"me i","don’t"
138,"yards and","two"
138,"and scored","on"
137,"to send","a"
137,"been in","a"
137,"i'm at","a"
137,"i'm following","you"
137,"say the","least"
137,"i'm here","for"
137,"i got","your"
137,"thanks glad","you"
137,"from one","of"
137,"is always","the"
137,"that shit","is"
137,"now for","the"
137,"funny as","hell"
137,"last year","i"
137,"have some","great"
137,"to be","true"
137,"good morning","happy"
137,"was the","one"
137,"can you","give"
137,"that was","just"
137,"do u","like"
137,"the living","room"
137,"i am","thankful"
137,"me not","to"
137,"have access","to"
137,"but it","doesn't"
137,"is now","available"
137,"to text","me"
137,"last night","for"
137,"wait to","share"
137,"i wish","he"
137,"followed by","a"
137,"sun is","shining"
137,"to choose","from"
137,"would be","good"
137,"just so","i"
137,"and they","don't"
137,"late to","the"
137,"waiting to","see"
137,"next time","i'm"
137,"are ready","for"
137,"does not","have"
137,"going to","stop"
137,"just as","much"
137,"check your","email"
137,"down at","the"
137,"the season","finale"
137,"are supposed","to"
137,"doesn't mean","i"
137,"for making","it"
137,"a great","movie"
137,"right now","it's"
137,"facebook and","twitter"
137,"i know","why"
137,"here on","twitter"
137,"every day","is"
137,"time to","time"
137,"i really","wanted"
137,"attention to","the"
137,"know what","a"
137,"lol i","have"
137,"right in","the"
137,"did i","get"
137,"to the","max"
137,"have got","to"
137,"hope you","and"
137,"me to","see"
137,"to bed","now"
137,"up on","that"
137,"getting a","new"
137,"the oregon","department"
136,"thank u","so"
136,"starting to","feel"
136,"have to","leave"
136,"to be","going"
136,"i think","we're"
136,"u got","a"
136,"stay out","of"
136,"you just","need"
136,"rt do","you"
136,"rt you","know"
136,"and they","have"
136,"love for","the"
136,"looked like","a"
136,"sorry i","was"
136,"on your","phone"
136,"you can't","do"
136,"them on","the"
136,"very excited","about"
136,"probably going","to"
136,"open to","the"
136,"you can","just"
136,"is it","wrong"
136,"i'd have","to"
136,"back at","it"
136,"u know","i"
136,"get off","work"
136,"we should","do"
136,"keep your","eyes"
136,"the corner","of"
136,"sure you","have"
136,"so he","can"
136,"history of","the"
136,"you need","anything"
136,"out and","about"
136,"say it","was"
136,"all i","see"
136,"a big","thank"
136,"to visit","the"
136,"out with","you"
136,"when my","mom"
136,"hope that","you"
136,"to invest","in"
136,"you're on","the"
136,"for this","week"
136,"has the","most"
136,"out of","that"
136,"to talk","with"
136,"i owe","you"
136,"you really","need"
136,"and a","new"
136,"was worth","it"
136,"and look","at"
136,"a perfect","day"
136,"to get","married"
136,"made it","through"
136,"has never","been"
136,"seen in","a"
136,"you could","do"
136,"i appreciate","that"
136,"happy 4th","of"
136,"to catch","a"
136,"know i","will"
136,"more about","your"
136,"thinking about","how"
136,"my eyes","out"
136,"giving away","a"
136,"i was","doing"
136,"today i","was"
136,"but it","would"
136,"would mean","so"
136,"have plenty","of"
136,"rooting for","the"
136,"twitter for","a"
136,"if it","doesn't"
136,"i havent","been"
136,"that you","want"
136,"here in","a"
136,"i sure","hope"
136,"too much","for"
136,"can't believe","how"
136,"you inspire","me"
136,"for to","minutes"
136,"don’t think","that"
136,"i can’t","remember"
136,"this week's","challenge"
136,"coach ken","hitchcock"
135,"it was","for"
135,"so i'm","not"
135,"to fix","it"
135,"you wanted","to"
135,"am i","right"
135,"the day","that"
135,"its funny","how"
135,"oh man","i"
135,"lot of","time"
135,"you ready","to"
135,"such a","fun"
135,"thing i","have"
135,"the right","direction"
135,"there is","so"
135,"the month","of"
135,"to help","the"
135,"get me","some"
135,"up for","our"
135,"are you","all"
135,"explain to","me"
135,"blame it","on"
135,"i remember","the"
135,"came out","of"
135,"but i","won't"
135,"that's why","we"
135,"the center","of"
135,"i am","here"
135,"start a","new"
135,"you i","was"
135,"didn't mean","to"
135,"help spread","the"
135,"hope it's","a"
135,"you are","at"
135,"on it","and"
135,"quite a","few"
135,"come over","and"
135,"lots of","good"
135,"to kill","me"
135,"get the","chance"
135,"night with","my"
135,"able to","go"
135,"the best","things"
135,"a lot","and"
135,"i got","home"
135,"and how","to"
135,"you had","me"
135,"amazing i","love"
135,"it is","better"
135,"but im","not"
135,"the fourth","be"
135,"was in","my"
135,"yes they","are"
135,"the other","one"
135,"to take","advantage"
135,"is not","my"
135,"to the","bathroom"
135,"have to","deal"
135,"my little","brother"
135,"i'll have","another"
135,"from time","to"
135,"group of","people"
135,"fuck out","of"
135,"caught up","in"
135,"congratulations to","all"
135,"love u","too"
135,"and a","lot"
135,"the stage","at"
135,"to think","i"
135,"you don't","care"
135,"that's for","sure"
135,"about to","hit"
135,"more days","till"
135,"for minutes","until"
135,"gov chris","christie’s"
135,"pdt washington","ap"
135,"gov ted","strickland"
134,"just found","a"
134,"you can","buy"
134,"this is","really"
134,"most of","us"
134,"i really","just"
134,"be apart","of"
134,"on your","site"
134,"not yet","but"
134,"to the","day"
134,"i forgot","my"
134,"so sorry","i"
134,"you get","that"
134,"contact me","for"
134,"want to","sleep"
134,"is much","more"
134,"i do","this"
134,"with the","most"
134,"hope to","have"
134,"all that","matters"
134,"hey what's","up"
134,"in a","movie"
134,"we get","it"
134,"have a","favorite"
134,"next few","weeks"
134,"see if","we"
134,"going to","love"
134,"when you're","in"
134,"hit you","up"
134,"for you","all"
134,"love it","so"
134,"was my","first"
134,"getting back","to"
134,"we love","your"
134,"the internet","is"
134,"you be","there"
134,"we got","the"
134,"a great","year"
134,"time of","with"
134,"of with","nike"
134,"living in","a"
134,"thanks very","much"
134,"it i","have"
134,"what you","don't"
134,"now that's","a"
134,"come visit","me"
134,"on the","job"
134,"followers thank","you"
134,"in the","loop"
134,"look for","a"
134,"me like","a"
134,"fourth be","with"
134,"for me","today"
134,"get in","my"
134,"me a","favor"
134,"you for","coming"
134,"no one","knows"
134,"know where","you"
134,"it so","i"
134,"thx for","following"
134,"please follow","my"
134,"got an","email"
134,"with a","friend"
134,"can you","dm"
134,"how did","it"
134,"know this","is"
134,"safe to","say"
134,"it out","for"
134,"at the","studio"
134,"up in","here"
134,"wait to","try"
134,"on the","day"
134,"hunter matt","hunter"
134,"i wouldn’t","be"
134,"and mix","well"
134,"not long","after"
133,"case of","the"
133,"my mom","said"
133,"lets do","it"
133,"need to","hang"
133,"can get","to"
133,"going to","kill"
133,"i have","your"
133,"perfect day","for"
133,"check out","and"
133,"get in","for"
133,"lol rt","i"
133,"both of","them"
133,"not to","do"
133,"not good","enough"
133,"how to","spell"
133,"a blog","post"
133,"pain in","the"
133,"you just","got"
133,"else to","do"
133,"making me","feel"
133,"it's a","shame"
133,"my friend","is"
133,"to text","you"
133,"be such","a"
133,"it bad","that"
133,"for the","recommendation"
133,"it is","all"
133,"with the","rest"
133,"me cause","i"
133,"worth the","wait"
133,"and i","wish"
133,"keeping up","with"
133,"send us","your"
133,"she loves","you"
133,"to work","tomorrow"
133,"get a","rt"
133,"the bay","area"
133,"lol but","i"
133,"i work","for"
133,"way to","a"
133,"house of","blues"
133,"me a","shout"
133,"to keep","me"
133,"in your","face"
133,"think it","will"
133,"the birthday","wishes"
133,"why is","my"
133,"have a","bad"
133,"well i","am"
133,"how bout","you"
133,"one for","me"
133,"get out","there"
133,"for your","kind"
133,"a variety","of"
133,"you ever","get"
133,"not even","close"
133,"is time","to"
133,"can get","some"
133,"and get","back"
133,"than i","am"
133,"haha i","was"
133,"anyone know","if"
133,"am so","proud"
133,"seen you","in"
133,"i've ever","heard"
133,"go on","the"
133,"turn to","you"
133,"lots of","love"
133,"the best","one"
133,"should get","a"
133,"make my","life"
133,"now i","don’t"
133,"to this","blog"
132,"when we","get"
132,"but now","i'm"
132,"much for","coming"
132,"is so","awesome"
132,"will do","it"
132,"mom and","dad"
132,"talk to","the"
132,"walk in","the"
132,"the people","of"
132,"new york","times"
132,"outside of","the"
132,"thank you","d"
132,"get on","it"
132,"good thing","about"
132,"you call","a"
132,"with what","you"
132,"haven't had","a"
132,"today i","think"
132,"don't think","it"
132,"best wishes","to"
132,"with my","baby"
132,"it through","the"
132,"lost in","the"
132,"just left","the"
132,"with my","brother"
132,"to buy","the"
132,"happy friday","to"
132,"i want","more"
132,"to see","ya"
132,"we're in","the"
132,"this just","in"
132,"henry david","thoreau"
132,"it so","far"
132,"like one","of"
132,"going to","die"
132,"to tell","the"
132,"my first","day"
132,"it i","just"
132,"that make","you"
132,"rt can't","wait"
132,"got my","first"
132,"have a","huge"
132,"hope everything","is"
132,"will never","get"
132,"would be","happy"
132,"is a","better"
132,"heading over","to"
132,"the streets","of"
132,"to the","library"
132,"take you","to"
132,"so what","are"
132,"a great","friday"
132,"but i","gotta"
132,"all day","i"
132,"i end","up"
132,"what part","of"
132,"have to","agree"
132,"hi thanks","for"
132,"for helping","me"
132,"just like","to"
132,"me to","a"
132,"if you","missed"
132,"be looking","for"
132,"home for","the"
132,"off with","a"
132,"follow if","you"
132,"know how","many"
132,"right now","in"
132,"to be","loved"
132,"if i'm","not"
132,"now if","i"
132,"i'll be","the"
132,"well i","think"
132,"are you","feeling"
132,"time for","you"
132,"song of","the"
132,"love my","new"
132,"so glad","that"
132,"time i","get"
132,"that it’s","not"
132,"and cook","until"
132,"so without","further"
132,"p.m saturday","and"
132,"a sacrifice","fly"
131,"in the","states"
131,"metta world","peace"
131,"it is","now"
131,"we made","it"
131,"at the","world"
131,"you on","my"
131,"you be","at"
131,"know but","i"
131,"have never","seen"
131,"pick up","my"
131,"i met","you"
131,"my friend","and"
131,"to be","as"
131,"so that","you"
131,"you to","our"
131,"middle of","a"
131,"sometimes i","think"
131,"tell me","the"
131,"now this","is"
131,"wanna go","back"
131,"come on","by"
131,"an email","from"
131,"big shout","out"
131,"learned how","to"
131,"right now","at"
131,"in my","pants"
131,"me back","please"
131,"see in","the"
131,"you out","of"
131,"in the","parking"
131,"was a","big"
131,"could use","some"
131,"don't judge","me"
131,"don't go","to"
131,"doing a","great"
131,"to spend","a"
131,"have a","drink"
131,"this beautiful","day"
131,"the one","to"
131,"and would","love"
131,"you enjoy","your"
131,"at me","like"
131,"years ago","i"
131,"need to","watch"
131,"down the","road"
131,"ready for","our"
131,"if you","believe"
131,"not as","good"
131,"could care","less"
131,"do you","prefer"
131,"in charge","of"
131,"you were","born"
131,"get it","back"
131,"and you","could"
131,"to be","successful"
131,"you would","think"
131,"done with","this"
131,"i voted","for"
131,"up and","i"
131,"meant to","say"
131,"we would","be"
131,"i'll follow","you"
131,"in social","media"
131,"are you","today"
131,"get them","to"
131,"will have","the"
131,"having a","wonderful"
131,"matter how","many"
131,"so lucky","to"
131,"every single","day"
131,"you did","it"
131,"is in","full"
131,"be ready","to"
131,"have been","on"
131,"you might","want"
131,"listen to","my"
131,"they're going","to"
131,"that i'm","a"
131,"if he","was"
131,"help us","out"
131,"am about","to"
131,"come check","it"
131,"wish you","would"
131,"out of","you"
131,"matt hunter","matt"
131,"i also","added"
131,"fell percent","to"
131,"three hits","and"
130,"you next","time"
130,"might need","to"
130,"will be","released"
130,"a man","with"
130,"day thank","you"
130,"for following","back"
130,"maybe next","time"
130,"the lord","is"
130,"i'm so","ready"
130,"to start","off"
130,"like the","idea"
130,"a difference","in"
130,"find out","more"
130,"this is","all"
130,"the day","when"
130,"be at","work"
130,"is too","short"
130,"y u","no"
130,"my wife","is"
130,"it seem","like"
130,"said he","was"
130,"not gonna","be"
130,"still have","the"
130,"episode of","the"
130,"so happy","you"
130,"all you","want"
130,"the purpose","of"
130,"to share","the"
130,"a lovely","day"
130,"how did","the"
130,"to give","the"
130,"time for","my"
130,"thought they","were"
130,"i can","always"
130,"this morning","for"
130,"tell us","about"
130,"you find","a"
130,"that is","just"
130,"i swear","to"
130,"a great","new"
130,"all had","a"
130,"told me","he"
130,"follow me","if"
130,"up with","this"
130,"so call","me"
130,"me i","think"
130,"anyone know","how"
130,"change your","life"
130,"care about","the"
130,"that i","get"
130,"what are","u"
130,"may have","a"
130,"know i","don't"
130,"love it","and"
130,"outside my","window"
130,"rt this","if"
130,"glad you","got"
130,"you know","my"
130,"that is","one"
130,"the year","of"
130,"year of","the"
130,"an hour","ago"
130,"lot of","the"
130,"hate that","i"
130,"the launch","of"
130,"about the","future"
130,"in a","tweet"
130,"the follow","love"
130,"back in","town"
130,"yes i","was"
130,"going to","buy"
130,"in the","snow"
130,"found out","i"
130,"so excited","i"
130,"you to","for"
130,"a real","man"
130,"and what","you"
130,"i can't","think"
130,"for a","special"
130,"shame on","you"
130,"shut up","and"
130,"a productive","day"
130,"been meaning","to"
130,"to my","favorite"
130,"was a","bad"
130,"are you","using"
130,"a while","i"
130,"new year","everyone"
130,"sure i","can"
130,"care of","you"
130,"love your","tweets"
130,"you mean","the"
130,"can’t seem","to"
130,"but it","didn’t"
130,"until golden","brown"
130,"at p.m","sunday"
129,"do you","make"
129,"we got","to"
129,"did u","know"
129,"be working","with"
129,"was nice","to"
129,"been wanting","to"
129,"to be","nice"
129,"try to","keep"
129,"to see","another"
129,"feeling a","little"
129,"to say","goodbye"
129,"you got","my"
129,"anyone in","the"
129,"wrong with","you"
129,"are you","planning"
129,"as well","i"
129,"so much","love"
129,"up to","this"
129,"that needs","to"
129,"it's so","good"
129,"was really","good"
129,"i'm gonna","get"
129,"old enough","to"
129,"follow on","twitter"
129,"please pray","for"
129,"ok i","will"
129,"when i","went"
129,"what i","meant"
129,"when i","come"
129,"i changed","my"
129,"i haven't","even"
129,"last year","and"
129,"when i'm","not"
129,"i would","get"
129,"i just","followed"
129,"on the","horizon"
129,"its not","even"
129,"was my","favorite"
129,"there a","way"
129,"make sure","u"
129,"just watched","a"
129,"my house","and"
129,"right there","with"
129,"today but","i"
129,"i feel","better"
129,"what was","that"
129,"happy holidays","to"
129,"to play","some"
129,"if you","feel"
129,"if there's","a"
129,"please do","not"
129,"can't believe","the"
129,"i didn't","do"
129,"best thing","ever"
129,"well i","have"
129,"and you","can't"
129,"hey do","you"
129,"keep in","mind"
129,"this place","is"
129,"see how","this"
129,"so much","about"
129,"start of","the"
129,"had one","of"
129,"happy thanksgiving","to"
129,"is the","biggest"
129,"for what","i"
129,"that has","been"
129,"next week","for"
129,"can only","imagine"
129,"is filled","with"
129,"work for","a"
129,"none of","them"
129,"you i","have"
129,"was great","meeting"
129,"is a","pretty"
129,"and i","cant"
129,"to try","out"
129,"what in","the"
129,"trust me","i"
129,"mad at","you"
129,"there for","the"
129,"to get","him"
129,"me while","i"
129,"back in","a"
129,"i promise","to"
129,"no i","didn't"
129,"you i","think"
129,"you coming","back"
129,"working on","new"
129,"a phone","call"
129,"love a","good"
129,"at the","beginning"
129,"i can’t","imagine"
129,"it’s a","bit"
129,"of these","two"
129,"p.m saturday","at"
129,"nasdaq composite","index"
128,"up with","all"
128,"there are","more"
128,"love your","music"
128,"think about","that"
128,"it's too","late"
128,"sleep last","night"
128,"laughing so","hard"
128,"now on","the"
128,"or is","that"
128,"don't worry","i"
128,"so many","times"
128,"good idea","to"
128,"a favor","and"
128,"if i","did"
128,"yeah me","too"
128,"i was","little"
128,"in santa","monica"
128,"of things","to"
128,"you don't","see"
128,"it wouldn't","be"
128,"up with","your"
128,"good luck","tonight"
128,"if i","dont"
128,"when no","one"
128,"send you","the"
128,"out there","in"
128,"there in","the"
128,"shades of","grey"
128,"is to","make"
128,"a while","back"
128,"wanted to","let"
128,"how long","it"
128,"i liked","the"
128,"meet up","with"
128,"you get","in"
128,"and i'm","a"
128,"at home","and"
128,"ask me","to"
128,"we can","work"
128,"if your","a"
128,"great day","of"
128,"see ya","there"
128,"u had","a"
128,"you a","dm"
128,"to my","first"
128,"each other","and"
128,"just want","you"
128,"that means","a"
128,"wouldn't it","be"
128,"you with","a"
128,"in the","universe"
128,"in your","mouth"
128,"but i","get"
128,"who we","are"
128,"for you","you"
128,"come get","your"
128,"turned into","a"
128,"need to","keep"
128,"live at","the"
128,"i honestly","don't"
128,"you think","you're"
128,"that has","a"
128,"ever been","to"
128,"that's the","way"
128,"up all","the"
128,"so worth","it"
128,"wait till","the"
128,"come to","a"
128,"sure how","i"
128,"live on","the"
128,"there you","go"
128,"the follow","have"
128,"need to","move"
128,"got to","meet"
128,"where is","it"
128,"in town","for"
128,"come on","now"
128,"i saw","this"
128,"for some","great"
128,"really need","a"
128,"go get","em"
128,"where there","is"
128,"like to","do"
128,"started this","blog"
128,"is that","it’s"
128,"that i","couldn’t"
128,"amp lt","span"
128,"at p.m","thursday"
127,"with us","at"
127,"i hope","not"
127,"that time","of"
127,"it up","in"
127,"too old","to"
127,"u get","a"
127,"as a","result"
127,"please contact","me"
127,"right now","for"
127,"to see","so"
127,"that it","will"
127,"it had","to"
127,"have the","time"
127,"know what","u"
127,"the release","of"
127,"miss you","more"
127,"then i","will"
127,"was a","bit"
127,"where we","are"
127,"buy you","a"
127,"me a","call"
127,"for my","bday"
127,"good so","far"
127,"get to","be"
127,"be there","to"
127,"son of","a"
127,"know it","is"
127,"in the","music"
127,"sure you","are"
127,"maybe we","should"
127,"rt i","wish"
127,"in two","days"
127,"we would","have"
127,"upon a","time"
127,"my sister","and"
127,"do to","help"
127,"to on","the"
127,"it gets","better"
127,"great meeting","with"
127,"and miss","you"
127,"so now","i"
127,"that when","you"
127,"because of","you"
127,"because he","is"
127,"the iconic","boyz"
127,"be talking","about"
127,"hate when","my"
127,"come on","over"
127,"what else","is"
127,"that was","me"
127,"it smells","like"
127,"don't want","it"
127,"love the","show"
127,"like i","should"
127,"a road","trip"
127,"and had","to"
127,"i mean","it"
127,"i'm at","work"
127,"last tweet","was"
127,"to say","thank"
127,"a couple","more"
127,"we were","in"
127,"good morning","i"
127,"my twitter","account"
127,"everything you","do"
127,"first time","since"
127,"should be","good"
127,"to realize","that"
127,"to some","of"
127,"but do","you"
127,"i found","my"
127,"out of","all"
127,"until the","end"
127,"i am","to"
127,"always a","pleasure"
127,"you help","me"
127,"can't stop","listening"
127,"will be","announced"
127,"just don't","understand"
127,"to prepare","for"
127,"you make","my"
127,"do you","find"
127,"rt did","you"
127,"for someone","who"
127,"not my","fault"
127,"the crap","out"
127,"up at","am"
127,"you from","the"
127,"of the","earth"
127,"the rt","have"
127,"the loss","of"
127,"a day","in"
127,"get back","into"
127,"you enjoy","it"
127,"one of","their"
127,"and he","was"
127,"to be","very"
127,"that’s not","the"
127,"we headed","to"
127,"i’ve always","been"
127,"a wire","rack"
126,"don't get","to"
126,"could not","be"
126,"everyone for","the"
126,"you can","give"
126,"the hardest","thing"
126,"really have","to"
126,"you be","interested"
126,"great day","today"
126,"it will","take"
126,"i luv","u"
126,"is how","you"
126,"do i","always"
126,"i get","on"
126,"you to","my"
126,"this might","be"
126,"to begin","with"
126,"love this","movie"
126,"you like","me"
126,"a hole","in"
126,"have to","play"
126,"even in","the"
126,"time is","it"
126,"the dance","floor"
126,"we could","be"
126,"im in","love"
126,"day at","a"
126,"saw you","on"
126,"love your","work"
126,"was a","very"
126,"that he","was"
126,"miss you","to"
126,"and see","the"
126,"on the","streets"
126,"rumor has","it"
126,"my list","of"
126,"a chance","of"
126,"like going","to"
126,"have in","common"
126,"how we","do"
126,"asked if","i"
126,"for my","next"
126,"will make","a"
126,"tonight at","7pm"
126,"as if","i"
126,"if u","do"
126,"want to","share"
126,"on the","roof"
126,"you haven't","seen"
126,"on the","bench"
126,"sure it","will"
126,"you can't","have"
126,"you happen","to"
126,"love my","life"
126,"like such","a"
126,"of it","is"
126,"i believe","i"
126,"do i","feel"
126,"and the","only"
126,"in the","field"
126,"one on","the"
126,"at work","i"
126,"down to","go"
126,"feeling like","a"
126,"know who","i"
126,"the voice","of"
126,"to know","who"
126,"just around","the"
126,"like in","the"
126,"to come","by"
126,"like an","idiot"
126,"a while","ago"
126,"do something","about"
126,"a pack","of"
126,"you to","say"
126,"it but","it"
126,"you i","don't"
126,"of the","office"
126,"always have","a"
126,"many thanks","for"
126,"up up","up"
126,"to do","tonight"
126,"even if","they"
126,"got a","few"
126,"pick up","your"
126,"are more","than"
126,"haha thank","you"
126,"i love","those"
126,"being in","a"
126,"be more","than"
126,"to learn","from"
126,"on a","monday"
126,"what is","happening"
126,"only person","who"
126,"if anyone","is"
126,"do in","the"
126,"and when","you"
126,"he began","to"
126,"that it’s","a"
126,"township board","district"
125,"my heart","and"
125,"pretty sure","that"
125,"and i'm","going"
125,"great time","in"
125,"the heck","is"
125,"i am","watching"
125,"would have","thought"
125,"the way","that"
125,"to bring","you"
125,"that must","be"
125,"love to","connect"
125,"not at","the"
125,"i always","feel"
125,"a shot","of"
125,"am so","glad"
125,"closer to","the"
125,"how will","you"
125,"get my","hair"
125,"in the","books"
125,"and it","would"
125,"is what","happens"
125,"don't forget","that"
125,"then you","can"
125,"you think","i'm"
125,"look like","an"
125,"tell her","i"
125,"could it","be"
125,"do when","you"
125,"excited about","it"
125,"for the","delay"
125,"in a","min"
125,"that i","do"
125,"in my","class"
125,"ready for","you"
125,"like i","just"
125,"has a","good"
125,"with my","friend"
125,"really going","to"
125,"what i","needed"
125,"to be","fair"
125,"why can't","you"
125,"was a","joke"
125,"day i","will"
125,"had my","first"
125,"about to","see"
125,"you can","follow"
125,"player of","the"
125,"just like","a"
125,"the result","of"
125,"what a","night"
125,"and the","new"
125,"wish i","didn't"
125,"forgot to","mention"
125,"was thinking","the"
125,"have a","show"
125,"in the","lab"
125,"im so","proud"
125,"it's just","that"
125,"think i","know"
125,"made me","think"
125,"believe it","or"
125,"for an","awesome"
125,"out with","me"
125,"people on","twitter"
125,"and need","to"
125,"you see","that"
125,"all of","that"
125,"wait until","the"
125,"so if","i"
