"word","freq"
"forgot",3983
"road",3973
"afternoon",3972
"son",3966
"opening",3964
"bored",3951
"act",3951
"ice",3950
"questions",3935
"2nd",3934
"ride",3929
"sports",3926
"wearing",3925
"area",3922
"watched",3908
"pm",3906
"record",3882
"iphone",3855
"enjoyed",3854
"absolutely",3852
"hoping",3847
"rather",3841
"air",3835
"sex",3829
"loves",3828
"speak",3827
"session",3825
"cannot",3817
"strong",3817
"pass",3816
"gift",3805
"contact",3804
"ladies",3797
"cover",3777
"test",3770
"wake",3764
"needed",3748
"paper",3741
"kill",3734
"sexy",3732
"pizza",3723
"parents",3721
"hang",3718
"trust",3717
"lil",3692
"interview",3692
"missing",3686
"especially",3675
"heat",3664
"gym",3661
"sister",3654
"congratulations",3623
"along",3622
"bought",3615
"truth",3583
"wednesday",3575
"possible",3573
"march",3570
"movies",3567
"wife",3564
"enjoying",3563
"happens",3562
"star",3561
"bus",3559
"snow",3555
"obama",3555
"today's",3553
"we've",3553
"quite",3551
"west",3549
"market",3547
"plans",3539
"whats",3538
"internet",3533
"often",3533
"realize",3516
"program",3503
"laugh",3501
"mothers",3491
"vegas",3487
"spend",3487
"miami",3486
"health",3473
"whatever",3464
"america",3459
"yep",3458
"finish",3458
"yours",3454
"sense",3452
"evening",3448
"holiday",3446
"inside",3439
"goal",3435
"chocolate",3435
"design",3426
"door",3418
"wtf",3418
"june",3418
"lead",3415
"suck",3415
"round",3414
"mother",3406
"studio",3403
"chris",3403
"serious",3400
"details",3394
"fantastic",3393
"hands",3390
"mr",3389
"somebody",3386
"gay",3377
"practice",3358
"tip",3351
"driving",3341
"straight",3334
"chicken",3330
"million",3327
"baseball",3325
"south",3313
"episode",3309
"cry",3308
"ny",3291
"sat",3282
"xd",3281
"training",3280
"step",3278
"etc",3272
"shut",3264
"fat",3264
"card",3263
"article",3260
"walking",3260
"near",3259
"exciting",3258
"mt",3257
"everyday",3256
"death",3238
"data",3238
"peace",3237
"awkward",3236
"bill",3235
"idk",3230
"retweet",3229
"til",3227
"space",3216
"marketing",3213
"plus",3212
"seem",3211
"children",3203
"photo",3198
"drinking",3196
"looked",3193
"due",3188
"player",3186
"minute",3184
"track",3181
"building",3181
"aw",3176
"jesus",3175
"mark",3164
"shirt",3161
"lord",3149
"touch",3149
"student",3147
"jobs",3146
"cheese",3145
"pictures",3143
"shopping",3139
"web",3133
"longer",3127
"sale",3127
"coach",3120
"middle",3113
"mother's",3095
"extra",3095
"basketball",3095
"players",3091
"pain",3074
"nobody",3071
"church",3068
"headed",3068
"child",3059
"choice",3059
"lovely",3051
"pics",3047
"easter",3046
"calling",3039
"eye",3034
"personal",3032
"planning",3030
"self",3025
"issue",3018
"singing",3013
"jealous",3013
"boston",3003
"hungry",3003
"fair",3001
"computer",2999
"winning",2994
"york",2994
"quick",2987
"celebrate",2985
"lives",2983
"holy",2982
"type",2981
"smart",2975
"cat",2973
"worry",2973
"texas",2972
"spot",2961
"apparently",2958
"artist",2952
"field",2951
"stage",2942
"attention",2941
"energy",2938
"joke",2938
"re",2937
"figure",2936
"box",2934
"throw",2933
"liked",2932
"meant",2932
"tuned",2931
"hearing",2931
"y",2930
"fresh",2927
"sit",2922
"officially",2917
"slow",2915
"brown",2914
"btw",2911
"putting",2909
"um",2905
"teacher",2897
"release",2893
"board",2891
"kick",2889
"race",2887
"drop",2884
"cake",2881
"sir",2881
"asking",2879
"rip",2878
"learned",2874
"mike",2874
"youtube",2867
"poor",2864
"problems",2864
"create",2862
"law",2861
"four",2860
"action",2852
"king",2851
"shop",2849
"posted",2841
"didnt",2840
"changed",2835
"president",2834
"leaving",2826
"human",2822
"cream",2820
"worse",2819
"hm",2815
"clean",2814
"research",2812
"boyfriend",2809
"delicious",2808
"dress",2805
"tough",2801
"sing",2800
"dr",2799
"alright",2797
"dark",2795
"north",2794
"de",2792
"telling",2792
"advice",2791
"study",2784
"david",2782
"downtown",2779
"piece",2778
"truly",2774
"lie",2773
"paul",2772
"key",2771
"performance",2769
"bowl",2769
"hilarious",2769
"woke",2765
"k",2759
"ahead",2759
"issues",2757
"events",2754
"buddy",2753
"respect",2753
"biggest",2749
"spent",2748
"system",2738
"drunk",2738
"content",2732
"chat",2732
"low",2731
"james",2730
"swear",2723
"age",2723
"crap",2720
"f",2713
"aint",2713
"gives",2710
"unless",2705
"videos",2704
"double",2704
"wins",2700
"agreed",2700
"bitches",2698
"warm",2697
"grow",2693
"control",2692
"gorgeous",2689
"style",2688
"digital",2686
"excellent",2684
"mobile",2683
"boo",2682
"tech",2681
"tea",2679
"entire",2676
"random",2673
"photos",2670
"ticket",2670
"daily",2668
"shoes",2666
"east",2664
"3rd",2658
"cup",2656
"seattle",2651
"difference",2646
"taken",2641
"likes",2640
"cc",2636
"goodnight",2635
"major",2635
"train",2631
"anyway",2631
"florida",2630
"roll",2624
"thinks",2621
"earth",2620
"you'd",2620
"stuck",2618
"official",2617
"dick",2616
"expect",2609
"count",2608
"across",2605
"helping",2601
"supposed",2599
"wedding",2595
"network",2594
"broke",2594
"quote",2583
"felt",2582
"teams",2580
"update",2574
"focus",2573
"thru",2572
"july",2571
"usually",2571
